_id,fullAddress,type,provinceCode,districtCode,villageCode,createdAt,updatedAt,__v,fullAddressCode
{'$oid': '5f9eb792bfeb451c3940062c'},An Giang,1,an-giang,,,{'$date': '2020-09-05T06:52:28.458Z'},{'$date': '2020-09-05T06:52:28.458Z'},0,an giang
{'$oid': '5f9eb793bfeb451c3940062d'},Bà Rịa - Vũng Tàu,1,ba-ria-vung-tau,,,{'$date': '2020-09-05T06:52:28.458Z'},{'$date': '2020-09-05T06:52:28.458Z'},0,ba ria vung tau
{'$oid': '5f9eb793bfeb451c3940062e'},Bắc Giang,1,bac-giang,,,{'$date': '2020-09-05T06:52:28.458Z'},{'$date': '2020-09-05T06:52:28.458Z'},0,bac giang
{'$oid': '5f9eb793bfeb451c3940062f'},Bắc Kạn,1,bac-kan,,,{'$date': '2020-09-05T06:52:28.458Z'},{'$date': '2020-09-05T06:52:28.458Z'},0,bac kan
{'$oid': '5f9eb793bfeb451c39400630'},Bạc Liêu,1,bac-lieu,,,{'$date': '2020-09-05T06:52:28.458Z'},{'$date': '2020-09-05T06:52:28.458Z'},0,bac lieu
{'$oid': '5f9eb794bfeb451c39400631'},Bắc Ninh,1,bac-ninh,,,{'$date': '2020-09-05T06:52:28.458Z'},{'$date': '2020-09-05T06:52:28.458Z'},0,bac ninh
{'$oid': '5f9eb794bfeb451c39400632'},Bến Tre,1,ben-tre,,,{'$date': '2020-09-05T06:52:28.458Z'},{'$date': '2020-09-05T06:52:28.458Z'},0,ben tre
{'$oid': '5f9eb794bfeb451c39400633'},Bình Định,1,binh-dinh,,,{'$date': '2020-09-05T06:52:28.458Z'},{'$date': '2020-09-05T06:52:28.458Z'},0,binh dinh
{'$oid': '5f9eb794bfeb451c39400634'},Bình Dương,1,binh-duong,,,{'$date': '2020-09-05T06:52:28.458Z'},{'$date': '2020-09-05T06:52:28.458Z'},0,binh duong
{'$oid': '5f9eb795bfeb451c39400635'},Bình Phước,1,binh-phuoc,,,{'$date': '2020-09-05T06:52:28.458Z'},{'$date': '2020-09-05T06:52:28.458Z'},0,binh phuoc
{'$oid': '5f9eb795bfeb451c39400636'},Bình Thuận,1,binh-thuan,,,{'$date': '2020-09-05T06:52:28.458Z'},{'$date': '2020-09-05T06:52:28.458Z'},0,binh thuan
{'$oid': '5f9eb795bfeb451c39400637'},Cà Mau,1,ca-mau,,,{'$date': '2020-09-05T06:52:28.458Z'},{'$date': '2020-09-05T06:52:28.458Z'},0,ca mau
{'$oid': '5f9eb795bfeb451c39400638'},Cần Thơ,1,can-tho,,,{'$date': '2020-09-05T06:52:28.458Z'},{'$date': '2020-09-05T06:52:28.458Z'},0,can tho
{'$oid': '5f9eb796bfeb451c39400639'},Cao Bằng,1,cao-bang,,,{'$date': '2020-09-05T06:52:28.458Z'},{'$date': '2020-09-05T06:52:28.458Z'},0,cao bang
{'$oid': '5f9eb796bfeb451c3940063a'},Đà Nẵng,1,da-nang,,,{'$date': '2020-09-05T06:52:28.458Z'},{'$date': '2020-09-05T06:52:28.458Z'},0,da nang
{'$oid': '5f9eb796bfeb451c3940063b'},Đắk Lắk,1,dak-lak,,,{'$date': '2020-09-05T06:52:28.458Z'},{'$date': '2020-09-05T06:52:28.458Z'},0,dak lak
{'$oid': '5f9eb796bfeb451c3940063c'},Đắk Nông,1,dak-nong,,,{'$date': '2020-09-05T06:52:28.458Z'},{'$date': '2020-09-05T06:52:28.458Z'},0,dak nong
{'$oid': '5f9eb797bfeb451c3940063d'},Điện Biên,1,dien-bien,,,{'$date': '2020-09-05T06:52:28.458Z'},{'$date': '2020-09-05T06:52:28.458Z'},0,dien bien
{'$oid': '5f9eb797bfeb451c3940063e'},Đồng Nai,1,dong-nai,,,{'$date': '2020-09-05T06:52:28.458Z'},{'$date': '2020-09-05T06:52:28.458Z'},0,dong nai
{'$oid': '5f9eb797bfeb451c3940063f'},Đồng Tháp,1,dong-thap,,,{'$date': '2020-09-05T06:52:28.458Z'},{'$date': '2020-09-05T06:52:28.458Z'},0,dong thap
{'$oid': '5f9eb797bfeb451c39400640'},Gia Lai,1,gia-lai,,,{'$date': '2020-09-05T06:52:28.458Z'},{'$date': '2020-09-05T06:52:28.458Z'},0,gia lai
{'$oid': '5f9eb798bfeb451c39400641'},Hà Giang,1,ha-giang,,,{'$date': '2020-09-05T06:52:28.458Z'},{'$date': '2020-09-05T06:52:28.458Z'},0,ha giang
{'$oid': '5f9eb798bfeb451c39400642'},Hà Nam,1,ha-nam,,,{'$date': '2020-09-05T06:52:28.458Z'},{'$date': '2020-09-05T06:52:28.458Z'},0,ha nam
{'$oid': '5f9eb798bfeb451c39400643'},Hà Nội,1,ha-noi,,,{'$date': '2020-09-05T06:52:28.458Z'},{'$date': '2020-09-05T06:52:28.458Z'},0,ha noi
{'$oid': '5f9eb798bfeb451c39400644'},Hà Tĩnh,1,ha-tinh,,,{'$date': '2020-09-05T06:52:28.458Z'},{'$date': '2020-09-05T06:52:28.458Z'},0,ha tinh
{'$oid': '5f9eb799bfeb451c39400645'},Hải Dương,1,hai-duong,,,{'$date': '2020-09-05T06:52:28.458Z'},{'$date': '2020-09-05T06:52:28.458Z'},0,hai duong
{'$oid': '5f9eb799bfeb451c39400646'},Hải Phòng,1,hai-phong,,,{'$date': '2020-09-05T06:52:28.458Z'},{'$date': '2020-09-05T06:52:28.458Z'},0,hai phong
{'$oid': '5f9eb799bfeb451c39400647'},Hậu Giang,1,hau-giang,,,{'$date': '2020-09-05T06:52:28.458Z'},{'$date': '2020-09-05T06:52:28.458Z'},0,hau giang
{'$oid': '5f9eb799bfeb451c39400648'},Hòa Bình,1,hoa-binh,,,{'$date': '2020-09-05T06:52:28.458Z'},{'$date': '2020-09-05T06:52:28.458Z'},0,hoa binh
{'$oid': '5f9eb79abfeb451c39400649'},Hưng Yên,1,hung-yen,,,{'$date': '2020-09-05T06:52:28.458Z'},{'$date': '2020-09-05T06:52:28.458Z'},0,hung yen
{'$oid': '5f9eb79abfeb451c3940064a'},Khánh Hòa,1,khanh-hoa,,,{'$date': '2020-09-05T06:52:28.458Z'},{'$date': '2020-09-05T06:52:28.458Z'},0,khanh hoa
{'$oid': '5f9eb79abfeb451c3940064b'},Kiên Giang,1,kien-giang,,,{'$date': '2020-09-05T06:52:28.458Z'},{'$date': '2020-09-05T06:52:28.458Z'},0,kien giang
{'$oid': '5f9eb79abfeb451c3940064c'},Kon Tum,1,kon-tum,,,{'$date': '2020-09-05T06:52:28.458Z'},{'$date': '2020-09-05T06:52:28.458Z'},0,kon tum
{'$oid': '5f9eb79bbfeb451c3940064d'},Lai Châu,1,lai-chau,,,{'$date': '2020-09-05T06:52:28.458Z'},{'$date': '2020-09-05T06:52:28.458Z'},0,lai chau
{'$oid': '5f9eb79bbfeb451c3940064e'},Lâm Đồng,1,lam-dong,,,{'$date': '2020-09-05T06:52:28.458Z'},{'$date': '2020-09-05T06:52:28.458Z'},0,lam dong
{'$oid': '5f9eb79bbfeb451c3940064f'},Lạng Sơn,1,lang-son,,,{'$date': '2020-09-05T06:52:28.458Z'},{'$date': '2020-09-05T06:52:28.458Z'},0,lang son
{'$oid': '5f9eb79bbfeb451c39400650'},Lào Cai,1,lao-cai,,,{'$date': '2020-09-05T06:52:28.458Z'},{'$date': '2020-09-05T06:52:28.458Z'},0,lao cai
{'$oid': '5f9eb79cbfeb451c39400651'},Long An,1,long-an,,,{'$date': '2020-09-05T06:52:28.458Z'},{'$date': '2020-09-05T06:52:28.458Z'},0,long an
{'$oid': '5f9eb79cbfeb451c39400652'},Nam Định,1,nam-dinh,,,{'$date': '2020-09-05T06:52:28.458Z'},{'$date': '2020-09-05T06:52:28.458Z'},0,nam dinh
{'$oid': '5f9eb79cbfeb451c39400653'},Nghệ An,1,nghe-an,,,{'$date': '2020-09-05T06:52:28.458Z'},{'$date': '2020-09-05T06:52:28.458Z'},0,nghe an
{'$oid': '5f9eb79cbfeb451c39400654'},Ninh Bình,1,ninh-binh,,,{'$date': '2020-09-05T06:52:28.458Z'},{'$date': '2020-09-05T06:52:28.458Z'},0,ninh binh
{'$oid': '5f9eb79dbfeb451c39400655'},Ninh Thuận,1,ninh-thuan,,,{'$date': '2020-09-05T06:52:28.458Z'},{'$date': '2020-09-05T06:52:28.458Z'},0,ninh thuan
{'$oid': '5f9eb79dbfeb451c39400656'},Phú Thọ,1,phu-tho,,,{'$date': '2020-09-05T06:52:28.458Z'},{'$date': '2020-09-05T06:52:28.458Z'},0,phu tho
{'$oid': '5f9eb79dbfeb451c39400657'},Phú Yên,1,phu-yen,,,{'$date': '2020-09-05T06:52:28.458Z'},{'$date': '2020-09-05T06:52:28.458Z'},0,phu yen
{'$oid': '5f9eb79dbfeb451c39400658'},Quảng Bình,1,quang-binh,,,{'$date': '2020-09-05T06:52:28.458Z'},{'$date': '2020-09-05T06:52:28.458Z'},0,quang binh
{'$oid': '5f9eb79ebfeb451c39400659'},Quảng Nam,1,quang-nam,,,{'$date': '2020-09-05T06:52:28.458Z'},{'$date': '2020-09-05T06:52:28.458Z'},0,quang nam
{'$oid': '5f9eb79ebfeb451c3940065a'},Quảng Ngãi,1,quang-ngai,,,{'$date': '2020-09-05T06:52:28.458Z'},{'$date': '2020-09-05T06:52:28.458Z'},0,quang ngai
{'$oid': '5f9eb79ebfeb451c3940065b'},Quảng Ninh,1,quang-ninh,,,{'$date': '2020-09-05T06:52:28.458Z'},{'$date': '2020-09-05T06:52:28.458Z'},0,quang ninh
{'$oid': '5f9eb79ebfeb451c3940065c'},Quảng Trị,1,quang-tri,,,{'$date': '2020-09-05T06:52:28.458Z'},{'$date': '2020-09-05T06:52:28.458Z'},0,quang tri
{'$oid': '5f9eb79fbfeb451c3940065d'},Sóc Trăng,1,soc-trang,,,{'$date': '2020-09-05T06:52:28.458Z'},{'$date': '2020-09-05T06:52:28.458Z'},0,soc trang
{'$oid': '5f9eb79fbfeb451c3940065e'},Sơn La,1,son-la,,,{'$date': '2020-09-05T06:52:28.458Z'},{'$date': '2020-09-05T06:52:28.458Z'},0,son la
{'$oid': '5f9eb79fbfeb451c3940065f'},Tây Ninh,1,tay-ninh,,,{'$date': '2020-09-05T06:52:28.458Z'},{'$date': '2020-09-05T06:52:28.458Z'},0,tay ninh
{'$oid': '5f9eb79fbfeb451c39400660'},Thái Bình,1,thai-binh,,,{'$date': '2020-09-05T06:52:28.458Z'},{'$date': '2020-09-05T06:52:28.458Z'},0,thai binh
{'$oid': '5f9eb7a0bfeb451c39400661'},Thái Nguyên,1,thai-nguyen,,,{'$date': '2020-09-05T06:52:28.458Z'},{'$date': '2020-09-05T06:52:28.458Z'},0,thai nguyen
{'$oid': '5f9eb7a0bfeb451c39400662'},Thanh Hoá,1,thanh-hoa,,,{'$date': '2020-09-05T06:52:28.458Z'},{'$date': '2020-09-05T06:52:28.458Z'},0,thanh hoa
{'$oid': '5f9eb7a0bfeb451c39400663'},Thừa Thiên Huế,1,thua-thien-hue,,,{'$date': '2020-09-05T06:52:28.458Z'},{'$date': '2020-09-05T06:52:28.458Z'},0,thua thien hue
{'$oid': '5f9eb7a0bfeb451c39400664'},Tiền Giang,1,tien-giang,,,{'$date': '2020-09-05T06:52:28.458Z'},{'$date': '2020-09-05T06:52:28.458Z'},0,tien giang
{'$oid': '5f9eb7a1bfeb451c39400665'},Hồ Chí Minh,1,ho-chi-minh,,,{'$date': '2020-09-05T06:52:28.458Z'},{'$date': '2020-09-05T06:52:28.458Z'},0,ho chi minh
{'$oid': '5f9eb7a1bfeb451c39400666'},Trà Vinh,1,tra-vinh,,,{'$date': '2020-09-05T06:52:28.458Z'},{'$date': '2020-09-05T06:52:28.458Z'},0,tra vinh
{'$oid': '5f9eb7a1bfeb451c39400667'},Tuyên Quang,1,tuyen-quang,,,{'$date': '2020-09-05T06:52:28.458Z'},{'$date': '2020-09-05T06:52:28.458Z'},0,tuyen quang
{'$oid': '5f9eb7a1bfeb451c39400668'},Vĩnh Long,1,vinh-long,,,{'$date': '2020-09-05T06:52:28.458Z'},{'$date': '2020-09-05T06:52:28.458Z'},0,vinh long
{'$oid': '5f9eb7a2bfeb451c39400669'},Vĩnh Phúc,1,vinh-phuc,,,{'$date': '2020-09-05T06:52:28.458Z'},{'$date': '2020-09-05T06:52:28.458Z'},0,vinh phuc
{'$oid': '5f9eb7a2bfeb451c3940066a'},Yên Bái,1,yen-bai,,,{'$date': '2020-09-05T06:52:28.458Z'},{'$date': '2020-09-05T06:52:28.458Z'},0,yen bai
{'$oid': '5f9eb7a2bfeb451c3940066b'},"Thành phố Long Xuyên, An Giang",2,an-giang,thanh-pho-long-xuyen,,{'$date': '2020-09-05T06:52:28.458Z'},{'$date': '2020-09-05T06:52:28.458Z'},0,thanh pho long xuyen an giang
{'$oid': '5f9eb7a2bfeb451c3940066c'},"Thành phố Châu Đốc, An Giang",2,an-giang,thanh-pho-chau-doc,,{'$date': '2020-09-05T06:52:28.458Z'},{'$date': '2020-09-05T06:52:28.458Z'},0,thanh pho chau doc an giang
{'$oid': '5f9eb7a3bfeb451c3940066d'},"Huyện An Phú, An Giang",2,an-giang,huyen-an-phu,,{'$date': '2020-09-05T06:52:28.458Z'},{'$date': '2020-09-05T06:52:28.458Z'},0,huyen an phu an giang
{'$oid': '5f9eb7a3bfeb451c3940066e'},"Thị xã Tân Châu, An Giang",2,an-giang,thi-xa-tan-chau,,{'$date': '2020-09-05T06:52:28.458Z'},{'$date': '2020-09-05T06:52:28.458Z'},0,thi xa tan chau an giang
{'$oid': '5f9eb7a3bfeb451c3940066f'},"Huyện Phú Tân, An Giang",2,an-giang,huyen-phu-tan,,{'$date': '2020-09-05T06:52:28.458Z'},{'$date': '2020-09-05T06:52:28.458Z'},0,huyen phu tan an giang
{'$oid': '5f9eb7a3bfeb451c39400670'},"Huyện Châu Phú, An Giang",2,an-giang,huyen-chau-phu,,{'$date': '2020-09-05T06:52:28.458Z'},{'$date': '2020-09-05T06:52:28.458Z'},0,huyen chau phu an giang
{'$oid': '5f9eb7a4bfeb451c39400671'},"Huyện Tịnh Biên, An Giang",2,an-giang,huyen-tinh-bien,,{'$date': '2020-09-05T06:52:28.458Z'},{'$date': '2020-09-05T06:52:28.458Z'},0,huyen tinh bien an giang
{'$oid': '5f9eb7a4bfeb451c39400672'},"Huyện Tri Tôn, An Giang",2,an-giang,huyen-tri-ton,,{'$date': '2020-09-05T06:52:28.458Z'},{'$date': '2020-09-05T06:52:28.458Z'},0,huyen tri ton an giang
{'$oid': '5f9eb7a4bfeb451c39400673'},"Huyện Chợ Mới, An Giang",2,an-giang,huyen-cho-moi,,{'$date': '2020-09-05T06:52:28.458Z'},{'$date': '2020-09-05T06:52:28.458Z'},0,huyen cho moi an giang
{'$oid': '5f9eb7a4bfeb451c39400674'},"Huyện Châu Thành, An Giang",2,an-giang,huyen-chau-thanh,,{'$date': '2020-09-05T06:52:28.458Z'},{'$date': '2020-09-05T06:52:28.458Z'},0,huyen chau thanh an giang
{'$oid': '5f9eb7a5bfeb451c39400675'},"Huyện Thoại Sơn, An Giang",2,an-giang,huyen-thoai-son,,{'$date': '2020-09-05T06:52:28.458Z'},{'$date': '2020-09-05T06:52:28.458Z'},0,huyen thoai son an giang
{'$oid': '5f9eb7a5bfeb451c39400676'},"Thành phố Vũng Tàu, Bà Rịa - Vũng Tàu",2,ba-ria-vung-tau,thanh-pho-vung-tau,,{'$date': '2020-09-05T06:52:28.458Z'},{'$date': '2020-09-05T06:52:28.458Z'},0,thanh pho vung tau ba ria vung tau
{'$oid': '5f9eb7a5bfeb451c39400677'},"Thành phố Bà Rịa, Bà Rịa - Vũng Tàu",2,ba-ria-vung-tau,thanh-pho-ba-ria,,{'$date': '2020-09-05T06:52:28.458Z'},{'$date': '2020-09-05T06:52:28.458Z'},0,thanh pho ba ria ba ria vung tau
{'$oid': '5f9eb7a5bfeb451c39400678'},"Huyện Châu Đức, Bà Rịa - Vũng Tàu",2,ba-ria-vung-tau,huyen-chau-duc,,{'$date': '2020-09-05T06:52:28.458Z'},{'$date': '2020-09-05T06:52:28.458Z'},0,huyen chau duc ba ria vung tau
{'$oid': '5f9eb7a6bfeb451c39400679'},"Huyện Xuyên Mộc, Bà Rịa - Vũng Tàu",2,ba-ria-vung-tau,huyen-xuyen-moc,,{'$date': '2020-09-05T06:52:28.458Z'},{'$date': '2020-09-05T06:52:28.458Z'},0,huyen xuyen moc ba ria vung tau
{'$oid': '5f9eb7a6bfeb451c3940067a'},"Thị Xã Phú Mỹ, Bà Rịa - Vũng Tàu",2,ba-ria-vung-tau,thi-xa-phu-my,,{'$date': '2020-09-05T06:52:28.458Z'},{'$date': '2020-09-05T06:52:28.458Z'},0,thi xa phu my ba ria vung tau
{'$oid': '5f9eb7a6bfeb451c3940067b'},"Huyện Long Điền, Bà Rịa - Vũng Tàu",2,ba-ria-vung-tau,huyen-long-dien,,{'$date': '2020-09-05T06:52:28.458Z'},{'$date': '2020-09-05T06:52:28.458Z'},0,huyen long dien ba ria vung tau
{'$oid': '5f9eb7a6bfeb451c3940067c'},"Huyện Đất đỏ, Bà Rịa - Vũng Tàu",2,ba-ria-vung-tau,huyen-dat-do,,{'$date': '2020-09-05T06:52:28.458Z'},{'$date': '2020-09-05T06:52:28.458Z'},0,huyen dat do ba ria vung tau
{'$oid': '5f9eb7a7bfeb451c3940067d'},"Huyện Côn Đảo, Bà Rịa - Vũng Tàu",2,ba-ria-vung-tau,huyen-con-dao,,{'$date': '2020-09-05T06:52:28.458Z'},{'$date': '2020-09-05T06:52:28.458Z'},0,huyen con dao ba ria vung tau
{'$oid': '5f9eb7a7bfeb451c3940067e'},"Thành phố Bắc Giang, Bắc Giang",2,bac-giang,thanh-pho-bac-giang,,{'$date': '2020-09-05T06:52:28.458Z'},{'$date': '2020-09-05T06:52:28.458Z'},0,thanh pho bac giang bac giang
{'$oid': '5f9eb7a7bfeb451c3940067f'},"Huyện Yên Thế, Bắc Giang",2,bac-giang,huyen-yen-the,,{'$date': '2020-09-05T06:52:28.458Z'},{'$date': '2020-09-05T06:52:28.458Z'},0,huyen yen the bac giang
{'$oid': '5f9eb7a7bfeb451c39400680'},"Huyện Tân Yên, Bắc Giang",2,bac-giang,huyen-tan-yen,,{'$date': '2020-09-05T06:52:28.458Z'},{'$date': '2020-09-05T06:52:28.458Z'},0,huyen tan yen bac giang
{'$oid': '5f9eb7a8bfeb451c39400681'},"Huyện Lục Ngạn, Bắc Giang",2,bac-giang,huyen-luc-ngan,,{'$date': '2020-09-05T06:52:28.458Z'},{'$date': '2020-09-05T06:52:28.458Z'},0,huyen luc ngan bac giang
{'$oid': '5f9eb7a8bfeb451c39400682'},"Huyện Hiệp Hoà, Bắc Giang",2,bac-giang,huyen-hiep-hoa,,{'$date': '2020-09-05T06:52:28.458Z'},{'$date': '2020-09-05T06:52:28.458Z'},0,huyen hiep hoa bac giang
{'$oid': '5f9eb7a8bfeb451c39400683'},"Huyện Lạng Giang, Bắc Giang",2,bac-giang,huyen-lang-giang,,{'$date': '2020-09-05T06:52:28.458Z'},{'$date': '2020-09-05T06:52:28.458Z'},0,huyen lang giang bac giang
{'$oid': '5f9eb7a8bfeb451c39400684'},"Huyện Sơn Động, Bắc Giang",2,bac-giang,huyen-son-dong,,{'$date': '2020-09-05T06:52:28.458Z'},{'$date': '2020-09-05T06:52:28.458Z'},0,huyen son dong bac giang
{'$oid': '5f9eb7a9bfeb451c39400685'},"Huyện Lục Nam, Bắc Giang",2,bac-giang,huyen-luc-nam,,{'$date': '2020-09-05T06:52:28.458Z'},{'$date': '2020-09-05T06:52:28.458Z'},0,huyen luc nam bac giang
{'$oid': '5f9eb7a9bfeb451c39400686'},"Huyện Việt Yên, Bắc Giang",2,bac-giang,huyen-viet-yen,,{'$date': '2020-09-05T06:52:28.458Z'},{'$date': '2020-09-05T06:52:28.458Z'},0,huyen viet yen bac giang
{'$oid': '5f9eb7a9bfeb451c39400687'},"Huyện Yên Dũng, Bắc Giang",2,bac-giang,huyen-yen-dung,,{'$date': '2020-09-05T06:52:28.458Z'},{'$date': '2020-09-05T06:52:28.458Z'},0,huyen yen dung bac giang
{'$oid': '5f9eb7a9bfeb451c39400688'},"Thành phố Bắc Kạn, Bắc Kạn",2,bac-kan,thanh-pho-bac-kan,,{'$date': '2020-09-05T06:52:28.458Z'},{'$date': '2020-09-05T06:52:28.458Z'},0,thanh pho bac kan bac kan
{'$oid': '5f9eb7aabfeb451c39400689'},"Huyện Ba Bể, Bắc Kạn",2,bac-kan,huyen-ba-be,,{'$date': '2020-09-05T06:52:28.458Z'},{'$date': '2020-09-05T06:52:28.458Z'},0,huyen ba be bac kan
{'$oid': '5f9eb7aabfeb451c3940068a'},"Huyện Pác Nặm, Bắc Kạn",2,bac-kan,huyen-pac-nam,,{'$date': '2020-09-05T06:52:28.458Z'},{'$date': '2020-09-05T06:52:28.458Z'},0,huyen pac nam bac kan
{'$oid': '5f9eb7aabfeb451c3940068b'},"Huyện Ngân Sơn, Bắc Kạn",2,bac-kan,huyen-ngan-son,,{'$date': '2020-09-05T06:52:28.458Z'},{'$date': '2020-09-05T06:52:28.458Z'},0,huyen ngan son bac kan
{'$oid': '5f9eb7aabfeb451c3940068c'},"Huyện Chợ Đồn, Bắc Kạn",2,bac-kan,huyen-cho-don,,{'$date': '2020-09-05T06:52:28.458Z'},{'$date': '2020-09-05T06:52:28.458Z'},0,huyen cho don bac kan
{'$oid': '5f9eb7abbfeb451c3940068d'},"Huyện Na Rì, Bắc Kạn",2,bac-kan,huyen-na-ri,,{'$date': '2020-09-05T06:52:28.458Z'},{'$date': '2020-09-05T06:52:28.458Z'},0,huyen na ri bac kan
{'$oid': '5f9eb7abbfeb451c3940068e'},"Huyện Bạch Thông, Bắc Kạn",2,bac-kan,huyen-bach-thong,,{'$date': '2020-09-05T06:52:28.458Z'},{'$date': '2020-09-05T06:52:28.458Z'},0,huyen bach thong bac kan
{'$oid': '5f9eb7abbfeb451c3940068f'},"Huyện Chợ Mới, Bắc Kạn",2,bac-kan,huyen-cho-moi,,{'$date': '2020-09-05T06:52:28.458Z'},{'$date': '2020-09-05T06:52:28.458Z'},0,huyen cho moi bac kan
{'$oid': '5f9eb7acbfeb451c39400690'},"Thành phố Bạc Liêu, Bạc Liêu",2,bac-lieu,thanh-pho-bac-lieu,,{'$date': '2020-09-05T06:52:28.458Z'},{'$date': '2020-09-05T06:52:28.458Z'},0,thanh pho bac lieu bac lieu
{'$oid': '5f9eb7acbfeb451c39400691'},"Huyện Hồng Dân, Bạc Liêu",2,bac-lieu,huyen-hong-dan,,{'$date': '2020-09-05T06:52:28.458Z'},{'$date': '2020-09-05T06:52:28.458Z'},0,huyen hong dan bac lieu
{'$oid': '5f9eb7acbfeb451c39400692'},"Huyện Vĩnh Lợi, Bạc Liêu",2,bac-lieu,huyen-vinh-loi,,{'$date': '2020-09-05T06:52:28.458Z'},{'$date': '2020-09-05T06:52:28.458Z'},0,huyen vinh loi bac lieu
{'$oid': '5f9eb7acbfeb451c39400693'},"Huyện Hoà Bình, Bạc Liêu",2,bac-lieu,huyen-hoa-binh,,{'$date': '2020-09-05T06:52:28.458Z'},{'$date': '2020-09-05T06:52:28.458Z'},0,huyen hoa binh bac lieu
{'$oid': '5f9eb7adbfeb451c39400694'},"Thị Xã Giá Rai, Bạc Liêu",2,bac-lieu,thi-xa-gia-rai,,{'$date': '2020-09-05T06:52:28.458Z'},{'$date': '2020-09-05T06:52:28.458Z'},0,thi xa gia rai bac lieu
{'$oid': '5f9eb7adbfeb451c39400695'},"Huyện Phước Long, Bạc Liêu",2,bac-lieu,huyen-phuoc-long,,{'$date': '2020-09-05T06:52:28.458Z'},{'$date': '2020-09-05T06:52:28.458Z'},0,huyen phuoc long bac lieu
{'$oid': '5f9eb7adbfeb451c39400696'},"Huyện Đông Hải, Bạc Liêu",2,bac-lieu,huyen-dong-hai,,{'$date': '2020-09-05T06:52:28.458Z'},{'$date': '2020-09-05T06:52:28.458Z'},0,huyen dong hai bac lieu
{'$oid': '5f9eb7adbfeb451c39400697'},"Thành phố Bắc Ninh, Bắc Ninh",2,bac-ninh,thanh-pho-bac-ninh,,{'$date': '2020-09-05T06:52:28.458Z'},{'$date': '2020-09-05T06:52:28.458Z'},0,thanh pho bac ninh bac ninh
{'$oid': '5f9eb7aebfeb451c39400698'},"Huyện Yên Phong, Bắc Ninh",2,bac-ninh,huyen-yen-phong,,{'$date': '2020-09-05T06:52:28.458Z'},{'$date': '2020-09-05T06:52:28.458Z'},0,huyen yen phong bac ninh
{'$oid': '5f9eb7aebfeb451c39400699'},"Huyện Quế Võ, Bắc Ninh",2,bac-ninh,huyen-que-vo,,{'$date': '2020-09-05T06:52:28.458Z'},{'$date': '2020-09-05T06:52:28.458Z'},0,huyen que vo bac ninh
{'$oid': '5f9eb7aebfeb451c3940069a'},"Huyện Tiên Du, Bắc Ninh",2,bac-ninh,huyen-tien-du,,{'$date': '2020-09-05T06:52:28.458Z'},{'$date': '2020-09-05T06:52:28.458Z'},0,huyen tien du bac ninh
{'$oid': '5f9eb7aebfeb451c3940069b'},"Huyện Thuận Thành, Bắc Ninh",2,bac-ninh,huyen-thuan-thanh,,{'$date': '2020-09-05T06:52:28.458Z'},{'$date': '2020-09-05T06:52:28.458Z'},0,huyen thuan thanh bac ninh
{'$oid': '5f9eb7afbfeb451c3940069c'},"Huyện Lương Tài, Bắc Ninh",2,bac-ninh,huyen-luong-tai,,{'$date': '2020-09-05T06:52:28.458Z'},{'$date': '2020-09-05T06:52:28.458Z'},0,huyen luong tai bac ninh
{'$oid': '5f9eb7afbfeb451c3940069d'},"Thị xã Từ Sơn, Bắc Ninh",2,bac-ninh,thi-xa-tu-son,,{'$date': '2020-09-05T06:52:28.458Z'},{'$date': '2020-09-05T06:52:28.458Z'},0,thi xa tu son bac ninh
{'$oid': '5f9eb7afbfeb451c3940069e'},"Huyện Gia Bình, Bắc Ninh",2,bac-ninh,huyen-gia-binh,,{'$date': '2020-09-05T06:52:28.458Z'},{'$date': '2020-09-05T06:52:28.458Z'},0,huyen gia binh bac ninh
{'$oid': '5f9eb7afbfeb451c3940069f'},"Thành phố Bến Tre, Bến Tre",2,ben-tre,thanh-pho-ben-tre,,{'$date': '2020-09-05T06:52:28.458Z'},{'$date': '2020-09-05T06:52:28.458Z'},0,thanh pho ben tre ben tre
{'$oid': '5f9eb7b0bfeb451c394006a0'},"Huyện Châu Thành, Bến Tre",2,ben-tre,huyen-chau-thanh,,{'$date': '2020-09-05T06:52:28.458Z'},{'$date': '2020-09-05T06:52:28.458Z'},0,huyen chau thanh ben tre
{'$oid': '5f9eb7b0bfeb451c394006a1'},"Huyện Chợ Lách, Bến Tre",2,ben-tre,huyen-cho-lach,,{'$date': '2020-09-05T06:52:28.458Z'},{'$date': '2020-09-05T06:52:28.458Z'},0,huyen cho lach ben tre
{'$oid': '5f9eb7b0bfeb451c394006a2'},"Huyện Mỏ Cày Nam, Bến Tre",2,ben-tre,huyen-mo-cay-nam,,{'$date': '2020-09-05T06:52:28.458Z'},{'$date': '2020-09-05T06:52:28.458Z'},0,huyen mo cay nam ben tre
{'$oid': '5f9eb7b0bfeb451c394006a3'},"Huyện Mỏ Cày Bắc, Bến Tre",2,ben-tre,huyen-mo-cay-bac,,{'$date': '2020-09-05T06:52:28.458Z'},{'$date': '2020-09-05T06:52:28.458Z'},0,huyen mo cay bac ben tre
{'$oid': '5f9eb7b1bfeb451c394006a4'},"Huyện Giồng Trôm, Bến Tre",2,ben-tre,huyen-giong-trom,,{'$date': '2020-09-05T06:52:28.458Z'},{'$date': '2020-09-05T06:52:28.458Z'},0,huyen giong trom ben tre
