_id,fullAddress,type,provinceCode,districtCode,villageCode,createdAt,updatedAt,__v,fullAddressCode
{'$oid': '5f9ebfa1bfeb451c39402303'},"Xã Đồng Văn, Huyện Quế Phong, Nghệ An",3,nghe-an,huyen-que-phong,xa-dong-van,{'$date': '2020-09-05T06:52:28.458Z'},{'$date': '2020-09-05T06:52:28.458Z'},0,xa dong van huyen que phong nghe an
{'$oid': '5f9ebfa1bfeb451c39402304'},"Xã Tiền Phong, Huyện Quế Phong, Nghệ An",3,nghe-an,huyen-que-phong,xa-tien-phong,{'$date': '2020-09-05T06:52:28.458Z'},{'$date': '2020-09-05T06:52:28.458Z'},0,xa tien phong huyen que phong nghe an
{'$oid': '5f9ebfa2bfeb451c39402305'},"Xã Nậm Giải, Huyện Quế Phong, Nghệ An",3,nghe-an,huyen-que-phong,xa-nam-giai,{'$date': '2020-09-05T06:52:28.458Z'},{'$date': '2020-09-05T06:52:28.458Z'},0,xa nam giai huyen que phong nghe an
{'$oid': '5f9ebfa2bfeb451c39402306'},"Xã Tri Lễ, Huyện Quế Phong, Nghệ An",3,nghe-an,huyen-que-phong,xa-tri-le,{'$date': '2020-09-05T06:52:28.458Z'},{'$date': '2020-09-05T06:52:28.458Z'},0,xa tri le huyen que phong nghe an
{'$oid': '5f9ebfa2bfeb451c39402307'},"Xã Quế Sơn, Huyện Quế Phong, Nghệ An",3,nghe-an,huyen-que-phong,xa-que-son,{'$date': '2020-09-05T06:52:28.458Z'},{'$date': '2020-09-05T06:52:28.458Z'},0,xa que son huyen que phong nghe an
{'$oid': '5f9ebfa3bfeb451c39402308'},"Xã Châu Thôn, Huyện Quế Phong, Nghệ An",3,nghe-an,huyen-que-phong,xa-chau-thon,{'$date': '2020-09-05T06:52:28.458Z'},{'$date': '2020-09-05T06:52:28.458Z'},0,xa chau thon huyen que phong nghe an
{'$oid': '5f9ebfa3bfeb451c39402309'},"Xã Nậm Nhoóng, Huyện Quế Phong, Nghệ An",3,nghe-an,huyen-que-phong,xa-nam-nhoong,{'$date': '2020-09-05T06:52:28.458Z'},{'$date': '2020-09-05T06:52:28.458Z'},0,xa nam nhoong huyen que phong nghe an
{'$oid': '5f9ebfa3bfeb451c3940230a'},"Xã Cắm Muộn, Huyện Quế Phong, Nghệ An",3,nghe-an,huyen-que-phong,xa-cam-muon,{'$date': '2020-09-05T06:52:28.458Z'},{'$date': '2020-09-05T06:52:28.458Z'},0,xa cam muon huyen que phong nghe an
{'$oid': '5f9ebfa4bfeb451c3940230b'},"Xã Châu Tiến, Huyện Quỳ Châu, Nghệ An",3,nghe-an,huyen-quy-chau,xa-chau-tien,{'$date': '2020-09-05T06:52:28.458Z'},{'$date': '2020-09-05T06:52:28.458Z'},0,xa chau tien huyen quy chau nghe an
{'$oid': '5f9ebfa4bfeb451c3940230c'},"Xã Châu Thuận, Huyện Quỳ Châu, Nghệ An",3,nghe-an,huyen-quy-chau,xa-chau-thuan,{'$date': '2020-09-05T06:52:28.458Z'},{'$date': '2020-09-05T06:52:28.458Z'},0,xa chau thuan huyen quy chau nghe an
{'$oid': '5f9ebfa4bfeb451c3940230d'},"Xã Châu Hoàn, Huyện Quỳ Châu, Nghệ An",3,nghe-an,huyen-quy-chau,xa-chau-hoan,{'$date': '2020-09-05T06:52:28.458Z'},{'$date': '2020-09-05T06:52:28.458Z'},0,xa chau hoan huyen quy chau nghe an
{'$oid': '5f9ebfa4bfeb451c3940230e'},"Xã Diên Lãm, Huyện Quỳ Châu, Nghệ An",3,nghe-an,huyen-quy-chau,xa-dien-lam,{'$date': '2020-09-05T06:52:28.458Z'},{'$date': '2020-09-05T06:52:28.458Z'},0,xa dien lam huyen quy chau nghe an
{'$oid': '5f9ebfa5bfeb451c3940230f'},"Thị trấn Quỳ Châu, Huyện Quỳ Châu, Nghệ An",3,nghe-an,huyen-quy-chau,thi-tran-quy-chau,{'$date': '2020-09-05T06:52:28.458Z'},{'$date': '2020-09-05T06:52:28.458Z'},0,thi tran quy chau huyen quy chau nghe an
{'$oid': '5f9ebfa5bfeb451c39402310'},"Xã Châu Bính, Huyện Quỳ Châu, Nghệ An",3,nghe-an,huyen-quy-chau,xa-chau-binh,{'$date': '2020-09-05T06:52:28.458Z'},{'$date': '2020-09-05T06:52:28.458Z'},0,xa chau binh huyen quy chau nghe an
{'$oid': '5f9ebfa5bfeb451c39402311'},"Xã Châu Hội, Huyện Quỳ Châu, Nghệ An",3,nghe-an,huyen-quy-chau,xa-chau-hoi,{'$date': '2020-09-05T06:52:28.458Z'},{'$date': '2020-09-05T06:52:28.458Z'},0,xa chau hoi huyen quy chau nghe an
{'$oid': '5f9ebfa6bfeb451c39402312'},"Xã Châu Nga, Huyện Quỳ Châu, Nghệ An",3,nghe-an,huyen-quy-chau,xa-chau-nga,{'$date': '2020-09-05T06:52:28.458Z'},{'$date': '2020-09-05T06:52:28.458Z'},0,xa chau nga huyen quy chau nghe an
{'$oid': '5f9ebfa6bfeb451c39402313'},"Xã Châu Hạnh, Huyện Quỳ Châu, Nghệ An",3,nghe-an,huyen-quy-chau,xa-chau-hanh,{'$date': '2020-09-05T06:52:28.458Z'},{'$date': '2020-09-05T06:52:28.458Z'},0,xa chau hanh huyen quy chau nghe an
{'$oid': '5f9ebfa6bfeb451c39402314'},"Xã Châu Thắng, Huyện Quỳ Châu, Nghệ An",3,nghe-an,huyen-quy-chau,xa-chau-thang,{'$date': '2020-09-05T06:52:28.458Z'},{'$date': '2020-09-05T06:52:28.458Z'},0,xa chau thang huyen quy chau nghe an
{'$oid': '5f9ebfa6bfeb451c39402315'},"Xã Châu Phong, Huyện Quỳ Châu, Nghệ An",3,nghe-an,huyen-quy-chau,xa-chau-phong,{'$date': '2020-09-05T06:52:28.458Z'},{'$date': '2020-09-05T06:52:28.458Z'},0,xa chau phong huyen quy chau nghe an
{'$oid': '5f9ebfa7bfeb451c39402316'},"Xã Châu Bình, Huyện Quỳ Châu, Nghệ An",3,nghe-an,huyen-quy-chau,xa-chau-binh,{'$date': '2020-09-05T06:52:28.458Z'},{'$date': '2020-09-05T06:52:28.458Z'},0,xa chau binh huyen quy chau nghe an
{'$oid': '5f9ebfa7bfeb451c39402317'},"Xã Na Loi, Huyện Kỳ Sơn, Nghệ An",3,nghe-an,huyen-ky-son,xa-na-loi,{'$date': '2020-09-05T06:52:28.458Z'},{'$date': '2020-09-05T06:52:28.458Z'},0,xa na loi huyen ky son nghe an
{'$oid': '5f9ebfa7bfeb451c39402318'},"Xã Mường ải, Huyện Kỳ Sơn, Nghệ An",3,nghe-an,huyen-ky-son,xa-muong-ai,{'$date': '2020-09-05T06:52:28.458Z'},{'$date': '2020-09-05T06:52:28.458Z'},0,xa muong ai huyen ky son nghe an
{'$oid': '5f9ebfa7bfeb451c39402319'},"Xã Bảo Nam, Huyện Kỳ Sơn, Nghệ An",3,nghe-an,huyen-ky-son,xa-bao-nam,{'$date': '2020-09-05T06:52:28.458Z'},{'$date': '2020-09-05T06:52:28.458Z'},0,xa bao nam huyen ky son nghe an
{'$oid': '5f9ebfa8bfeb451c3940231a'},"Xã Hữu Lập, Huyện Kỳ Sơn, Nghệ An",3,nghe-an,huyen-ky-son,xa-huu-lap,{'$date': '2020-09-05T06:52:28.458Z'},{'$date': '2020-09-05T06:52:28.458Z'},0,xa huu lap huyen ky son nghe an
{'$oid': '5f9ebfa8bfeb451c3940231b'},"Xã Hữu Kiệm, Huyện Kỳ Sơn, Nghệ An",3,nghe-an,huyen-ky-son,xa-huu-kiem,{'$date': '2020-09-05T06:52:28.458Z'},{'$date': '2020-09-05T06:52:28.458Z'},0,xa huu kiem huyen ky son nghe an
{'$oid': '5f9ebfa8bfeb451c3940231c'},"Xã Nậm Càn, Huyện Kỳ Sơn, Nghệ An",3,nghe-an,huyen-ky-son,xa-nam-can,{'$date': '2020-09-05T06:52:28.458Z'},{'$date': '2020-09-05T06:52:28.458Z'},0,xa nam can huyen ky son nghe an
{'$oid': '5f9ebfa9bfeb451c3940231d'},"Thị trấn Mường Xén, Huyện Kỳ Sơn, Nghệ An",3,nghe-an,huyen-ky-son,thi-tran-muong-xen,{'$date': '2020-09-05T06:52:28.458Z'},{'$date': '2020-09-05T06:52:28.458Z'},0,thi tran muong xen huyen ky son nghe an
{'$oid': '5f9ebfa9bfeb451c3940231e'},"Xã Mỹ Lý, Huyện Kỳ Sơn, Nghệ An",3,nghe-an,huyen-ky-son,xa-my-ly,{'$date': '2020-09-05T06:52:28.458Z'},{'$date': '2020-09-05T06:52:28.458Z'},0,xa my ly huyen ky son nghe an
{'$oid': '5f9ebfa9bfeb451c3940231f'},"Xã Bắc Lý, Huyện Kỳ Sơn, Nghệ An",3,nghe-an,huyen-ky-son,xa-bac-ly,{'$date': '2020-09-05T06:52:28.458Z'},{'$date': '2020-09-05T06:52:28.458Z'},0,xa bac ly huyen ky son nghe an
{'$oid': '5f9ebfaabfeb451c39402320'},"Xã Keng Đu, Huyện Kỳ Sơn, Nghệ An",3,nghe-an,huyen-ky-son,xa-keng-du,{'$date': '2020-09-05T06:52:28.458Z'},{'$date': '2020-09-05T06:52:28.458Z'},0,xa keng du huyen ky son nghe an
{'$oid': '5f9ebfaabfeb451c39402321'},"Xã Đoọc Mạy, Huyện Kỳ Sơn, Nghệ An",3,nghe-an,huyen-ky-son,xa-dooc-may,{'$date': '2020-09-05T06:52:28.458Z'},{'$date': '2020-09-05T06:52:28.458Z'},0,xa dooc may huyen ky son nghe an
{'$oid': '5f9ebfaabfeb451c39402322'},"Xã Huồi Tụ, Huyện Kỳ Sơn, Nghệ An",3,nghe-an,huyen-ky-son,xa-huoi-tu,{'$date': '2020-09-05T06:52:28.458Z'},{'$date': '2020-09-05T06:52:28.458Z'},0,xa huoi tu huyen ky son nghe an
{'$oid': '5f9ebfabbfeb451c39402323'},"Xã Mường Lống, Huyện Kỳ Sơn, Nghệ An",3,nghe-an,huyen-ky-son,xa-muong-long,{'$date': '2020-09-05T06:52:28.458Z'},{'$date': '2020-09-05T06:52:28.458Z'},0,xa muong long huyen ky son nghe an
{'$oid': '5f9ebfabbfeb451c39402324'},"Xã Nậm Cắn, Huyện Kỳ Sơn, Nghệ An",3,nghe-an,huyen-ky-son,xa-nam-can,{'$date': '2020-09-05T06:52:28.458Z'},{'$date': '2020-09-05T06:52:28.458Z'},0,xa nam can huyen ky son nghe an
{'$oid': '5f9ebfabbfeb451c39402325'},"Xã Phà Đánh, Huyện Kỳ Sơn, Nghệ An",3,nghe-an,huyen-ky-son,xa-pha-danh,{'$date': '2020-09-05T06:52:28.458Z'},{'$date': '2020-09-05T06:52:28.458Z'},0,xa pha danh huyen ky son nghe an
{'$oid': '5f9ebfacbfeb451c39402326'},"Xã Bảo Thắng, Huyện Kỳ Sơn, Nghệ An",3,nghe-an,huyen-ky-son,xa-bao-thang,{'$date': '2020-09-05T06:52:28.458Z'},{'$date': '2020-09-05T06:52:28.458Z'},0,xa bao thang huyen ky son nghe an
{'$oid': '5f9ebfacbfeb451c39402327'},"Xã Tà Cạ, Huyện Kỳ Sơn, Nghệ An",3,nghe-an,huyen-ky-son,xa-ta-ca,{'$date': '2020-09-05T06:52:28.458Z'},{'$date': '2020-09-05T06:52:28.458Z'},0,xa ta ca huyen ky son nghe an
{'$oid': '5f9ebfacbfeb451c39402328'},"Xã Chiêu Lưu, Huyện Kỳ Sơn, Nghệ An",3,nghe-an,huyen-ky-son,xa-chieu-luu,{'$date': '2020-09-05T06:52:28.458Z'},{'$date': '2020-09-05T06:52:28.458Z'},0,xa chieu luu huyen ky son nghe an
{'$oid': '5f9ebfadbfeb451c39402329'},"Xã Mường Típ, Huyện Kỳ Sơn, Nghệ An",3,nghe-an,huyen-ky-son,xa-muong-tip,{'$date': '2020-09-05T06:52:28.458Z'},{'$date': '2020-09-05T06:52:28.458Z'},0,xa muong tip huyen ky son nghe an
{'$oid': '5f9ebfadbfeb451c3940232a'},"Xã Tây Sơn, Huyện Kỳ Sơn, Nghệ An",3,nghe-an,huyen-ky-son,xa-tay-son,{'$date': '2020-09-05T06:52:28.458Z'},{'$date': '2020-09-05T06:52:28.458Z'},0,xa tay son huyen ky son nghe an
{'$oid': '5f9ebfadbfeb451c3940232b'},"Xã Na Ngoi, Huyện Kỳ Sơn, Nghệ An",3,nghe-an,huyen-ky-son,xa-na-ngoi,{'$date': '2020-09-05T06:52:28.458Z'},{'$date': '2020-09-05T06:52:28.458Z'},0,xa na ngoi huyen ky son nghe an
{'$oid': '5f9ebfaebfeb451c3940232c'},"Xã Châu Hồng, Huyện Quỳ Hợp, Nghệ An",3,nghe-an,huyen-quy-hop,xa-chau-hong,{'$date': '2020-09-05T06:52:28.458Z'},{'$date': '2020-09-05T06:52:28.458Z'},0,xa chau hong huyen quy hop nghe an
{'$oid': '5f9ebfaebfeb451c3940232d'},"Xã Châu Đình, Huyện Quỳ Hợp, Nghệ An",3,nghe-an,huyen-quy-hop,xa-chau-dinh,{'$date': '2020-09-05T06:52:28.458Z'},{'$date': '2020-09-05T06:52:28.458Z'},0,xa chau dinh huyen quy hop nghe an
{'$oid': '5f9ebfaebfeb451c3940232e'},"Xã Châu Tiến, Huyện Quỳ Hợp, Nghệ An",3,nghe-an,huyen-quy-hop,xa-chau-tien,{'$date': '2020-09-05T06:52:28.458Z'},{'$date': '2020-09-05T06:52:28.458Z'},0,xa chau tien huyen quy hop nghe an
{'$oid': '5f9ebfaebfeb451c3940232f'},"Xã Liên Hợp, Huyện Quỳ Hợp, Nghệ An",3,nghe-an,huyen-quy-hop,xa-lien-hop,{'$date': '2020-09-05T06:52:28.458Z'},{'$date': '2020-09-05T06:52:28.458Z'},0,xa lien hop huyen quy hop nghe an
{'$oid': '5f9ebfafbfeb451c39402330'},"Xã Châu Quang, Huyện Quỳ Hợp, Nghệ An",3,nghe-an,huyen-quy-hop,xa-chau-quang,{'$date': '2020-09-05T06:52:28.458Z'},{'$date': '2020-09-05T06:52:28.458Z'},0,xa chau quang huyen quy hop nghe an
{'$oid': '5f9ebfafbfeb451c39402331'},"Xã Châu Thái, Huyện Quỳ Hợp, Nghệ An",3,nghe-an,huyen-quy-hop,xa-chau-thai,{'$date': '2020-09-05T06:52:28.458Z'},{'$date': '2020-09-05T06:52:28.458Z'},0,xa chau thai huyen quy hop nghe an
{'$oid': '5f9ebfafbfeb451c39402332'},"Xã Châu Lý, Huyện Quỳ Hợp, Nghệ An",3,nghe-an,huyen-quy-hop,xa-chau-ly,{'$date': '2020-09-05T06:52:28.458Z'},{'$date': '2020-09-05T06:52:28.458Z'},0,xa chau ly huyen quy hop nghe an
{'$oid': '5f9ebfb0bfeb451c39402333'},"Thị trấn Quỳ Hợp, Huyện Quỳ Hợp, Nghệ An",3,nghe-an,huyen-quy-hop,thi-tran-quy-hop,{'$date': '2020-09-05T06:52:28.458Z'},{'$date': '2020-09-05T06:52:28.458Z'},0,thi tran quy hop huyen quy hop nghe an
{'$oid': '5f9ebfb0bfeb451c39402334'},"Xã Yên Hợp, Huyện Quỳ Hợp, Nghệ An",3,nghe-an,huyen-quy-hop,xa-yen-hop,{'$date': '2020-09-05T06:52:28.458Z'},{'$date': '2020-09-05T06:52:28.458Z'},0,xa yen hop huyen quy hop nghe an
{'$oid': '5f9ebfb0bfeb451c39402335'},"Xã Đồng Hợp, Huyện Quỳ Hợp, Nghệ An",3,nghe-an,huyen-quy-hop,xa-dong-hop,{'$date': '2020-09-05T06:52:28.458Z'},{'$date': '2020-09-05T06:52:28.458Z'},0,xa dong hop huyen quy hop nghe an
{'$oid': '5f9ebfb1bfeb451c39402336'},"Xã Châu Thành, Huyện Quỳ Hợp, Nghệ An",3,nghe-an,huyen-quy-hop,xa-chau-thanh,{'$date': '2020-09-05T06:52:28.458Z'},{'$date': '2020-09-05T06:52:28.458Z'},0,xa chau thanh huyen quy hop nghe an
{'$oid': '5f9ebfb1bfeb451c39402337'},"Xã Châu Lộc, Huyện Quỳ Hợp, Nghệ An",3,nghe-an,huyen-quy-hop,xa-chau-loc,{'$date': '2020-09-05T06:52:28.458Z'},{'$date': '2020-09-05T06:52:28.458Z'},0,xa chau loc huyen quy hop nghe an
{'$oid': '5f9ebfb1bfeb451c39402338'},"Xã Tam Hợp, Huyện Quỳ Hợp, Nghệ An",3,nghe-an,huyen-quy-hop,xa-tam-hop,{'$date': '2020-09-05T06:52:28.458Z'},{'$date': '2020-09-05T06:52:28.458Z'},0,xa tam hop huyen quy hop nghe an
{'$oid': '5f9ebfb1bfeb451c39402339'},"Xã Châu Cường, Huyện Quỳ Hợp, Nghệ An",3,nghe-an,huyen-quy-hop,xa-chau-cuong,{'$date': '2020-09-05T06:52:28.458Z'},{'$date': '2020-09-05T06:52:28.458Z'},0,xa chau cuong huyen quy hop nghe an
{'$oid': '5f9ebfb2bfeb451c3940233a'},"Xã Thọ Hợp, Huyện Quỳ Hợp, Nghệ An",3,nghe-an,huyen-quy-hop,xa-tho-hop,{'$date': '2020-09-05T06:52:28.458Z'},{'$date': '2020-09-05T06:52:28.458Z'},0,xa tho hop huyen quy hop nghe an
{'$oid': '5f9ebfb2bfeb451c3940233b'},"Xã Minh Hợp, Huyện Quỳ Hợp, Nghệ An",3,nghe-an,huyen-quy-hop,xa-minh-hop,{'$date': '2020-09-05T06:52:28.458Z'},{'$date': '2020-09-05T06:52:28.458Z'},0,xa minh hop huyen quy hop nghe an
{'$oid': '5f9ebfb2bfeb451c3940233c'},"Xã Nghĩa Xuân, Huyện Quỳ Hợp, Nghệ An",3,nghe-an,huyen-quy-hop,xa-nghia-xuan,{'$date': '2020-09-05T06:52:28.458Z'},{'$date': '2020-09-05T06:52:28.458Z'},0,xa nghia xuan huyen quy hop nghe an
{'$oid': '5f9ebfb3bfeb451c3940233d'},"Xã Văn Lợi, Huyện Quỳ Hợp, Nghệ An",3,nghe-an,huyen-quy-hop,xa-van-loi,{'$date': '2020-09-05T06:52:28.458Z'},{'$date': '2020-09-05T06:52:28.458Z'},0,xa van loi huyen quy hop nghe an
{'$oid': '5f9ebfb3bfeb451c3940233e'},"Xã Nam Sơn, Huyện Quỳ Hợp, Nghệ An",3,nghe-an,huyen-quy-hop,xa-nam-son,{'$date': '2020-09-05T06:52:28.458Z'},{'$date': '2020-09-05T06:52:28.458Z'},0,xa nam son huyen quy hop nghe an
{'$oid': '5f9ebfb3bfeb451c3940233f'},"Xã Hạ Sơn, Huyện Quỳ Hợp, Nghệ An",3,nghe-an,huyen-quy-hop,xa-ha-son,{'$date': '2020-09-05T06:52:28.458Z'},{'$date': '2020-09-05T06:52:28.458Z'},0,xa ha son huyen quy hop nghe an
{'$oid': '5f9ebfb4bfeb451c39402340'},"Xã Bắc Sơn, Huyện Quỳ Hợp, Nghệ An",3,nghe-an,huyen-quy-hop,xa-bac-son,{'$date': '2020-09-05T06:52:28.458Z'},{'$date': '2020-09-05T06:52:28.458Z'},0,xa bac son huyen quy hop nghe an
{'$oid': '5f9ebfb4bfeb451c39402341'},"Xã Nghĩa Hưng, Huyện Nghĩa Đàn, Nghệ An",3,nghe-an,huyen-nghia-dan,xa-nghia-hung,{'$date': '2020-09-05T06:52:28.458Z'},{'$date': '2020-09-05T06:52:28.458Z'},0,xa nghia hung huyen nghia dan nghe an
{'$oid': '5f9ebfb4bfeb451c39402342'},"Xã Nghĩa Yên, Huyện Nghĩa Đàn, Nghệ An",3,nghe-an,huyen-nghia-dan,xa-nghia-yen,{'$date': '2020-09-05T06:52:28.458Z'},{'$date': '2020-09-05T06:52:28.458Z'},0,xa nghia yen huyen nghia dan nghe an
{'$oid': '5f9ebfb5bfeb451c39402343'},"Xã Nghĩa Lợi, Huyện Nghĩa Đàn, Nghệ An",3,nghe-an,huyen-nghia-dan,xa-nghia-loi,{'$date': '2020-09-05T06:52:28.458Z'},{'$date': '2020-09-05T06:52:28.458Z'},0,xa nghia loi huyen nghia dan nghe an
{'$oid': '5f9ebfb5bfeb451c39402344'},"Xã Nghĩa Phú, Huyện Nghĩa Đàn, Nghệ An",3,nghe-an,huyen-nghia-dan,xa-nghia-phu,{'$date': '2020-09-05T06:52:28.458Z'},{'$date': '2020-09-05T06:52:28.458Z'},0,xa nghia phu huyen nghia dan nghe an
{'$oid': '5f9ebfb5bfeb451c39402345'},"Xã Nghĩa Trung, Huyện Nghĩa Đàn, Nghệ An",3,nghe-an,huyen-nghia-dan,xa-nghia-trung,{'$date': '2020-09-05T06:52:28.458Z'},{'$date': '2020-09-05T06:52:28.458Z'},0,xa nghia trung huyen nghia dan nghe an
{'$oid': '5f9ebfb6bfeb451c39402346'},"Xã Nghĩa Mai, Huyện Nghĩa Đàn, Nghệ An",3,nghe-an,huyen-nghia-dan,xa-nghia-mai,{'$date': '2020-09-05T06:52:28.458Z'},{'$date': '2020-09-05T06:52:28.458Z'},0,xa nghia mai huyen nghia dan nghe an
{'$oid': '5f9ebfb6bfeb451c39402347'},"Xã Nghĩa Lạc, Huyện Nghĩa Đàn, Nghệ An",3,nghe-an,huyen-nghia-dan,xa-nghia-lac,{'$date': '2020-09-05T06:52:28.458Z'},{'$date': '2020-09-05T06:52:28.458Z'},0,xa nghia lac huyen nghia dan nghe an
{'$oid': '5f9ebfb6bfeb451c39402348'},"Xã Nghĩa Lâm, Huyện Nghĩa Đàn, Nghệ An",3,nghe-an,huyen-nghia-dan,xa-nghia-lam,{'$date': '2020-09-05T06:52:28.458Z'},{'$date': '2020-09-05T06:52:28.458Z'},0,xa nghia lam huyen nghia dan nghe an
{'$oid': '5f9ebfb7bfeb451c39402349'},"Xã Nghĩa Sơn, Huyện Nghĩa Đàn, Nghệ An",3,nghe-an,huyen-nghia-dan,xa-nghia-son,{'$date': '2020-09-05T06:52:28.458Z'},{'$date': '2020-09-05T06:52:28.458Z'},0,xa nghia son huyen nghia dan nghe an
{'$oid': '5f9ebfb7bfeb451c3940234a'},"Xã Nghĩa Bình, Huyện Nghĩa Đàn, Nghệ An",3,nghe-an,huyen-nghia-dan,xa-nghia-binh,{'$date': '2020-09-05T06:52:28.458Z'},{'$date': '2020-09-05T06:52:28.458Z'},0,xa nghia binh huyen nghia dan nghe an
{'$oid': '5f9ebfb7bfeb451c3940234b'},"Xã Nghĩa Thọ, Huyện Nghĩa Đàn, Nghệ An",3,nghe-an,huyen-nghia-dan,xa-nghia-tho,{'$date': '2020-09-05T06:52:28.458Z'},{'$date': '2020-09-05T06:52:28.458Z'},0,xa nghia tho huyen nghia dan nghe an
{'$oid': '5f9ebfb8bfeb451c3940234c'},"Xã Nghĩa Minh, Huyện Nghĩa Đàn, Nghệ An",3,nghe-an,huyen-nghia-dan,xa-nghia-minh,{'$date': '2020-09-05T06:52:28.458Z'},{'$date': '2020-09-05T06:52:28.458Z'},0,xa nghia minh huyen nghia dan nghe an
{'$oid': '5f9ebfb8bfeb451c3940234d'},"Xã Nghĩa Hồng, Huyện Nghĩa Đàn, Nghệ An",3,nghe-an,huyen-nghia-dan,xa-nghia-hong,{'$date': '2020-09-05T06:52:28.458Z'},{'$date': '2020-09-05T06:52:28.458Z'},0,xa nghia hong huyen nghia dan nghe an
{'$oid': '5f9ebfb8bfeb451c3940234e'},"Xã Nghĩa Thịnh, Huyện Nghĩa Đàn, Nghệ An",3,nghe-an,huyen-nghia-dan,xa-nghia-thinh,{'$date': '2020-09-05T06:52:28.458Z'},{'$date': '2020-09-05T06:52:28.458Z'},0,xa nghia thinh huyen nghia dan nghe an
{'$oid': '5f9ebfb9bfeb451c3940234f'},"Xã Nghĩa Hội, Huyện Nghĩa Đàn, Nghệ An",3,nghe-an,huyen-nghia-dan,xa-nghia-hoi,{'$date': '2020-09-05T06:52:28.458Z'},{'$date': '2020-09-05T06:52:28.458Z'},0,xa nghia hoi huyen nghia dan nghe an
{'$oid': '5f9ebfb9bfeb451c39402350'},"Xã Nghĩa Tân, Huyện Nghĩa Đàn, Nghệ An",3,nghe-an,huyen-nghia-dan,xa-nghia-tan,{'$date': '2020-09-05T06:52:28.458Z'},{'$date': '2020-09-05T06:52:28.458Z'},0,xa nghia tan huyen nghia dan nghe an
{'$oid': '5f9ebfb9bfeb451c39402351'},"Xã Nghĩa Thắng, Huyện Nghĩa Đàn, Nghệ An",3,nghe-an,huyen-nghia-dan,xa-nghia-thang,{'$date': '2020-09-05T06:52:28.458Z'},{'$date': '2020-09-05T06:52:28.458Z'},0,xa nghia thang huyen nghia dan nghe an
{'$oid': '5f9ebfb9bfeb451c39402352'},"Xã Nghĩa Hiếu, Huyện Nghĩa Đàn, Nghệ An",3,nghe-an,huyen-nghia-dan,xa-nghia-hieu,{'$date': '2020-09-05T06:52:28.458Z'},{'$date': '2020-09-05T06:52:28.458Z'},0,xa nghia hieu huyen nghia dan nghe an
{'$oid': '5f9ebfbabfeb451c39402353'},"Xã Nghĩa Liên, Huyện Nghĩa Đàn, Nghệ An",3,nghe-an,huyen-nghia-dan,xa-nghia-lien,{'$date': '2020-09-05T06:52:28.458Z'},{'$date': '2020-09-05T06:52:28.458Z'},0,xa nghia lien huyen nghia dan nghe an
{'$oid': '5f9ebfbabfeb451c39402354'},"Xã Nghĩa Đức, Huyện Nghĩa Đàn, Nghệ An",3,nghe-an,huyen-nghia-dan,xa-nghia-duc,{'$date': '2020-09-05T06:52:28.458Z'},{'$date': '2020-09-05T06:52:28.458Z'},0,xa nghia duc huyen nghia dan nghe an
{'$oid': '5f9ebfbabfeb451c39402355'},"Xã Nghĩa An, Huyện Nghĩa Đàn, Nghệ An",3,nghe-an,huyen-nghia-dan,xa-nghia-an,{'$date': '2020-09-05T06:52:28.458Z'},{'$date': '2020-09-05T06:52:28.458Z'},0,xa nghia an huyen nghia dan nghe an
{'$oid': '5f9ebfbbbfeb451c39402356'},"Xã Nghĩa Long, Huyện Nghĩa Đàn, Nghệ An",3,nghe-an,huyen-nghia-dan,xa-nghia-long,{'$date': '2020-09-05T06:52:28.458Z'},{'$date': '2020-09-05T06:52:28.458Z'},0,xa nghia long huyen nghia dan nghe an
{'$oid': '5f9ebfbbbfeb451c39402357'},"Xã Nghĩa Khánh, Huyện Nghĩa Đàn, Nghệ An",3,nghe-an,huyen-nghia-dan,xa-nghia-khanh,{'$date': '2020-09-05T06:52:28.458Z'},{'$date': '2020-09-05T06:52:28.458Z'},0,xa nghia khanh huyen nghia dan nghe an
{'$oid': '5f9ebfbbbfeb451c39402358'},"Xã Nghĩa Lộc, Huyện Nghĩa Đàn, Nghệ An",3,nghe-an,huyen-nghia-dan,xa-nghia-loc,{'$date': '2020-09-05T06:52:28.458Z'},{'$date': '2020-09-05T06:52:28.458Z'},0,xa nghia loc huyen nghia dan nghe an
{'$oid': '5f9ebfbcbfeb451c39402359'},"Thị trấn Nghĩa Đàn, Huyện Nghĩa Đàn, Nghệ An",3,nghe-an,huyen-nghia-dan,thi-tran-nghia-dan,{'$date': '2020-09-05T06:52:28.458Z'},{'$date': '2020-09-05T06:52:28.458Z'},0,thi tran nghia dan huyen nghia dan nghe an
{'$oid': '5f9ebfbcbfeb451c3940235a'},"Xã Nghĩa Thành, Huyện Nghĩa Đàn, Nghệ An",3,nghe-an,huyen-nghia-dan,xa-nghia-thanh,{'$date': '2020-09-05T06:52:28.458Z'},{'$date': '2020-09-05T06:52:28.458Z'},0,xa nghia thanh huyen nghia dan nghe an
{'$oid': '5f9ebfbcbfeb451c3940235b'},"Phưòng Hoà Hiếu, Thị xã Thái Hoà, Nghệ An",3,nghe-an,thi-xa-thai-hoa,phuong-hoa-hieu,{'$date': '2020-09-05T06:52:28.458Z'},{'$date': '2020-09-05T06:52:28.458Z'},0,phuong hoa hieu thi xa thai hoa nghe an
