serial,province,provinceID,district,districtID,pro_districtID,village,villageID,dis_villageID,provinceCode,districtCode,villageCode,pro_districtCode,dis_villageCode
,,,,,,Xã Cao Thăng,2031103,20311,,,xa-cao-thang,,huyen-trung-khanh
,,,,,,Xã Thông Hoè,2031105,20311,,,xa-thong-hoe,,huyen-trung-khanh
,,,,,,Xã Thân Giáp,2031107,20311,,,xa-than-giap,,huyen-trung-khanh
,,,,,,Xã Đoài Côn,2031109,20311,,,xa-doai-con,,huyen-trung-khanh
,,,,,,Thị trấn Trùng Khánh,2031111,20311,,,thi-tran-trung-khanh,,huyen-trung-khanh
,,,,,,Xã Ngọc Khê,2031113,20311,,,xa-ngoc-khe,,huyen-trung-khanh
,,,,,,Xã Phong Nậm,2031115,20311,,,xa-phong-nam,,huyen-trung-khanh
,,,,,,Xã Đình Phong,2031117,20311,,,xa-dinh-phong,,huyen-trung-khanh
,,,,,,Xã Lăng Yên,2031119,20311,,,xa-lang-yen,,huyen-trung-khanh
,,,,,,Xã Chí Viễn,2031121,20311,,,xa-chi-vien,,huyen-trung-khanh
,,,,,,Xã Lăng Hiếu,2031123,20311,,,xa-lang-hieu,,huyen-trung-khanh
,,,,,,Xã Phong Châu ,2031125,20311,,,xa-phong-chau,,huyen-trung-khanh
,,,,,,Xã Đình Minh,2031127,20311,,,xa-dinh-minh,,huyen-trung-khanh
,,,,,,Xã Đức Hồng,2031129,20311,,,xa-duc-hong,,huyen-trung-khanh
,,,,,,Xã Đàm Thuỷ,2031131,20311,,,xa-dam-thuy,,huyen-trung-khanh
,,,,,,Xã Cảnh Tiên,2031133,20311,,,xa-canh-tien,,huyen-trung-khanh
,,,,,,Xã Ngọc Chung,2031135,20311,,,xa-ngoc-chung,,huyen-trung-khanh
,,,,,,Xã Khâm Thành,2031137,20311,,,xa-kham-thanh,,huyen-trung-khanh
,,,,,,Xã Ngọc Côn,2031139,20311,,,xa-ngoc-con,,huyen-trung-khanh
,,,,,,Xã Đoài Dương,2031141,20311,,,xa-doai-duong,,huyen-trung-khanh
,,,,,,Xã Tri Phương   ,2031143,20311,,,xa-tri-phuong,,huyen-trung-khanh
,,,,,,Xã Quang Vinh  ,2031145,20311,,,xa-quang-vinh,,huyen-trung-khanh
,,,,,,Xã Quang Hán ,2031147,20311,,,xa-quang-han,,huyen-trung-khanh
,,,,,,Xã Quang Trung            ,2031149,20311,,,xa-quang-trung,,huyen-trung-khanh
,,,,,,Thị trấn Trà Lĩnh,2031151,20311,,,thi-tran-tra-linh,,huyen-trung-khanh
,,,,,,Xã Xuân Nội ,2031153,20311,,,xa-xuan-noi,,huyen-trung-khanh
,,,,,,Xã Cao Chương ,2031155,20311,,,xa-cao-chuong,,huyen-trung-khanh
,,,,,,Xã Yên Lạc,2031301,20313,,,xa-yen-lac,,huyen-nguyen-binh
,,,,,,Xã Triệu Nguyên,2031303,20313,,,xa-trieu-nguyen,,huyen-nguyen-binh
,,,,,,Xã Ca Thành,2031305,20313,,,xa-ca-thanh,,huyen-nguyen-binh
,,,,,,Xã Vũ Nông,2031307,20313,,,xa-vu-nong,,huyen-nguyen-binh
,,,,,,Xã Minh Tâm,2031309,20313,,,xa-minh-tam,,huyen-nguyen-binh
,,,,,,Xã Thể Dục,2031311,20313,,,xa-the-duc,,huyen-nguyen-binh
,,,,,,Xã Mai Long,2031313,20313,,,xa-mai-long,,huyen-nguyen-binh
,,,,,,Xã Lang Môn,2031315,20313,,,xa-lang-mon,,huyen-nguyen-binh
,,,,,,Xã Minh Thanh,2031317,20313,,,xa-minh-thanh,,huyen-nguyen-binh
,,,,,,Xã Quang Thành,2031319,20313,,,xa-quang-thanh,,huyen-nguyen-binh
,,,,,,Xã Tam Kim,2031321,20313,,,xa-tam-kim,,huyen-nguyen-binh
,,,,,,Xã Thịnh Vượng,2031323,20313,,,xa-thinh-vuong,,huyen-nguyen-binh
,,,,,,Xã Hưng Đạo     ,2031325,20313,,,xa-hung-dao,,huyen-nguyen-binh
,,,,,,Thị trấn Tĩnh Túc,2031327,20313,,,thi-tran-tinh-tuc,,huyen-nguyen-binh
,,,,,,Xã Phan Thanh ,2031329,20313,,,xa-phan-thanh,,huyen-nguyen-binh
,,,,,,Xã Thành Công ,2031331,20313,,,xa-thanh-cong,,huyen-nguyen-binh
,,,,,,Xã Hoa Thám,2031333,20313,,,xa-hoa-tham,,huyen-nguyen-binh
,,,,,,Thị trấn Nguyên Bình,2031335,20313,,,thi-tran-nguyen-binh,,huyen-nguyen-binh
,,,,,,Xã Thái Học,2031337,20313,,,xa-thai-hoc,,huyen-nguyen-binh
,,,,,,Xã Bắc Hợp,2031339,20313,,,xa-bac-hop,,huyen-nguyen-binh
,,,,,,Xã Vũ Minh,2031341,20313,,,xa-vu-minh,,huyen-nguyen-binh
,,,,,,Xã Nam Tuấn,2031501,20315,,,xa-nam-tuan,,huyen-hoa-an
,,,,,,Xã Đức Xuân,2031503,20315,,,xa-duc-xuan,,huyen-hoa-an
,,,,,,Xã Đại Tiến,2031505,20315,,,xa-dai-tien,,huyen-hoa-an
,,,,,,Xã Ngũ Lão ,2031507,20315,,,xa-ngu-lao,,huyen-hoa-an
,,,,,,Xã Trương Lương,2031509,20315,,,xa-truong-luong,,huyen-hoa-an
,,,,,,Xã Nguyễn Huệ,2031511,20315,,,xa-nguyen-hue,,huyen-hoa-an
,,,,,,Xã Công Trừng,2031513,20315,,,xa-cong-trung,,huyen-hoa-an
,,,,,,Xã Hồng Việt ,2031515,20315,,,xa-hong-viet,,huyen-hoa-an
,,,,,,Xã Hoàng Tung,2031517,20315,,,xa-hoang-tung,,huyen-hoa-an
,,,,,,Xã Trưng Vương,2031519,20315,,,xa-trung-vuong,,huyen-hoa-an
,,,,,,Xã Bạch Đằng   ,2031523,20315,,,xa-bach-dang,,huyen-hoa-an
,,,,,,Xã Bình Dương,2031525,20315,,,xa-binh-duong,,huyen-hoa-an
,,,,,,Xã Lê Chung,2031527,20315,,,xa-le-chung,,huyen-hoa-an
,,,,,,Xã Hồng Nam ,2031531,20315,,,xa-hong-nam,,huyen-hoa-an
,,,,,,Xã Dân Chủ  ,2031533,20315,,,xa-dan-chu,,huyen-hoa-an
,,,,,,Thị trấn Nước Hai,2031537,20315,,,thi-tran-nuoc-hai,,huyen-hoa-an
,,,,,,Xã Đức Long ,2031539,20315,,,xa-duc-long,,huyen-hoa-an
,,,,,,Xã Bình Long,2031541,20315,,,xa-binh-long,,huyen-hoa-an
,,,,,,Xã Bế Triều,2031543,20315,,,xa-be-trieu,,huyen-hoa-an
,,,,,,Xã Quang Trung       ,2031545,20315,,,xa-quang-trung,,huyen-hoa-an
,,,,,,Xã Hà Trì,2031547,20315,,,xa-ha-tri,,huyen-hoa-an
,,,,,,Xã Phi Hải  ,2031701,20317,,,xa-phi-hai,,huyen-quang-hoa
,,,,,,Xã Quảng Hưng   ,2031703,20317,,,xa-quang-hung,,huyen-quang-hoa
,,,,,,Xã Quốc Dân,2031705,20317,,,xa-quoc-dan,,huyen-quang-hoa
,,,,,,Xã Độc Lập     ,2031707,20317,,,xa-doc-lap,,huyen-quang-hoa
,,,,,,Xã Cai Bộ  ,2031709,20317,,,xa-cai-bo,,huyen-quang-hoa
,,,,,,Xã Đoài Khôn,2031711,20317,,,xa-doai-khon,,huyen-quang-hoa
,,,,,,Xã Chí Thảo  ,2031713,20317,,,xa-chi-thao,,huyen-quang-hoa
,,,,,,Xã Tự Do   ,2031715,20317,,,xa-tu-do,,huyen-quang-hoa
,,,,,,Xã Hồng Định,2031717,20317,,,xa-hong-dinh,,huyen-quang-hoa
,,,,,,Xã Ngọc Động      ,2031719,20317,,,xa-ngoc-dong,,huyen-quang-hoa
,,,,,,Xã Hạnh Phúc   ,2031721,20317,,,xa-hanh-phuc,,huyen-quang-hoa
,,,,,,Xã Bình Lăng,2031723,20317,,,xa-binh-lang,,huyen-quang-hoa
,,,,,,Xã Hoàng Hải,2031725,20317,,,xa-hoang-hai,,huyen-quang-hoa
,,,,,,Thị trấn Quảng Uyên  ,2031727,20317,,,thi-tran-quang-uyen,,huyen-quang-hoa
,,,,,,Xã Quốc Phong,2031729,20317,,,xa-quoc-phong,,huyen-quang-hoa
,,,,,,Xã Phúc Sen  ,2031731,20317,,,xa-phuc-sen,,huyen-quang-hoa
,,,,,,Xã Hồng Quang      ,2031733,20317,,,xa-hong-quang,,huyen-quang-hoa
,,,,,,Xã Bế Văn Đàn   ,2031735,20317,,,xa-be-van-dan,,huyen-quang-hoa
,,,,,,Xã Cách Linh   ,2031737,20317,,,xa-cach-linh,,huyen-quang-hoa
,,,,,,Xã Đại Sơn        ,2031739,20317,,,xa-dai-son,,huyen-quang-hoa
,,,,,,Xã Tiên Thành   ,2031741,20317,,,xa-tien-thanh,,huyen-quang-hoa
,,,,,,Thị Trấn Hòa Thuận   ,2031743,20317,,,thi-tran-hoa-thuan,,huyen-quang-hoa
,,,,,,Xã Mỹ Hưng      ,2031745,20317,,,xa-my-hung,,huyen-quang-hoa
,,,,,,Thị trấn Tà Lùng   ,2031747,20317,,,thi-tran-ta-lung,,huyen-quang-hoa
,,,,,,Xã Quốc Toản   ,2031749,20317,,,xa-quoc-toan,,huyen-quang-hoa
,,,,,,Xã Triệu Ẩu,2031801,20318,,,xa-trieu-au,,huyen-phuc-hoa
,,,,,,Xã Hồng Đại,2031803,20318,,,xa-hong-dai,,huyen-phuc-hoa
,,,,,,Xã Cách Linh,2031805,20318,,,xa-cach-linh,,huyen-phuc-hoa
,,,,,,Xã Đại Sơn,2031807,20318,,,xa-dai-son,,huyen-phuc-hoa
,,,,,,Xã Tiên Thành,2031809,20318,,,xa-tien-thanh,,huyen-phuc-hoa
,,,,,,Thị Trấn Hòa Thuận,2031811,20318,,,thi-tran-hoa-thuan,,huyen-phuc-hoa
,,,,,,Xã Mỹ Hưng,2031813,20318,,,xa-my-hung,,huyen-phuc-hoa
,,,,,,Thị trấn Tà Lùng,2031815,20318,,,thi-tran-ta-lung,,huyen-phuc-hoa
,,,,,,Xã Lương Thiện,2031817,20318,,,xa-luong-thien,,huyen-phuc-hoa
,,,,,,Xã Bế Văn Đàn,2031819,20318,,,xa-be-van-dan,,huyen-phuc-hoa
,,,,,,Xã Minh Long,2031901,20319,,,xa-minh-long,,huyen-ha-lang
,,,,,,Xã Lý Quốc,2031903,20319,,,xa-ly-quoc,,huyen-ha-lang
,,,,,,Xã Thắng Lợi  ,2031905,20319,,,xa-thang-loi,,huyen-ha-lang
,,,,,,Xã Đức Quang,2031907,20319,,,xa-duc-quang,,huyen-ha-lang
,,,,,,Xã Quang Long,2031909,20319,,,xa-quang-long,,huyen-ha-lang
,,,,,,Thị Trấn Thanh Nhật,2031911,20319,,,thi-tran-thanh-nhat,,huyen-ha-lang
,,,,,,Xã Vinh Quý,2031913,20319,,,xa-vinh-quy,,huyen-ha-lang
,,,,,,Xã Cô Ngân,2031915,20319,,,xa-co-ngan,,huyen-ha-lang
,,,,,,Xã Thái Đức,2031917,20319,,,xa-thai-duc,,huyen-ha-lang
,,,,,,Xã Thị Hoa,2031919,20319,,,xa-thi-hoa,,huyen-ha-lang
,,,,,,Xã Kim Loan,2031921,20319,,,xa-kim-loan,,huyen-ha-lang
,,,,,,Xã Đồng Loan,2031923,20319,,,xa-dong-loan,,huyen-ha-lang
,,,,,,Xã An Lạc ,2031925,20319,,,xa-an-lac,,huyen-ha-lang
,,,,,,Xã Việt Chu,2031927,20319,,,xa-viet-chu,,huyen-ha-lang
,,,,,,Xã Thống Nhất         ,2031929,20319,,,xa-thong-nhat,,huyen-ha-lang
,,,,,,Thị trấn Đông Khê,2032101,20321,,,thi-tran-dong-khe,,huyen-thach-an
,,,,,,Xã Kim Đồng,2032103,20321,,,xa-kim-dong,,huyen-thach-an
,,,,,,Xã Minh Khai    ,2032105,20321,,,xa-minh-khai,,huyen-thach-an
,,,,,,Xã Thị Ngân,2032107,20321,,,xa-thi-ngan,,huyen-thach-an
,,,,,,Xã Thái Cường,2032109,20321,,,xa-thai-cuong,,huyen-thach-an
,,,,,,Xã Thuỵ Hùng,2032111,20321,,,xa-thuy-hung,,huyen-thach-an
,,,,,,Xã Trọng Con,2032113,20321,,,xa-trong-con,,huyen-thach-an
,,,,,,Xã Lê Lai,2032115,20321,,,xa-le-lai,,huyen-thach-an
,,,,,,Xã Đức Long  ,2032117,20321,,,xa-duc-long,,huyen-thach-an
,,,,,,Xã Lê Lợi     ,2032119,20321,,,xa-le-loi,,huyen-thach-an
,,,,,,Xã Đức Xuân  ,2032121,20321,,,xa-duc-xuan,,huyen-thach-an
,,,,,,Xã Vân Trình,2032123,20321,,,xa-van-trinh,,huyen-thach-an
,,,,,,Xã Canh Tân ,2032125,20321,,,xa-canh-tan,,huyen-thach-an
,,,,,,Xã Đức Thông,2032127,20321,,,xa-duc-thong,,huyen-thach-an
,,,,,,Xã Quang Trọng,2032129,20321,,,xa-quang-trong,,huyen-thach-an
,,,,,,Xã Danh Sỹ,2032131,20321,,,xa-danh-sy,,huyen-thach-an
,,,,,,Xã Thái Học   ,2032133,20321,,,xa-thai-hoc,,huyen-thach-an
,,,,,,Xã Lý Bôn,2032301,20323,,,xa-ly-bon,,huyen-bao-lam
,,,,,,Xã Nam Quang,2032303,20323,,,xa-nam-quang,,huyen-bao-lam
,,,,,,Xã Vĩnh Quang ,2032305,20323,,,xa-vinh-quang,,huyen-bao-lam
,,,,,,Xã Tân Việt,2032307,20323,,,xa-tan-viet,,huyen-bao-lam
,,,,,,Xã Vĩnh Phong ,2032309,20323,,,xa-vinh-phong,,huyen-bao-lam
,,,,,,Xã Mông ân,2032311,20323,,,xa-mong-an,,huyen-bao-lam
,,,,,,Xã Yên Thổ,2032313,20323,,,xa-yen-tho,,huyen-bao-lam
,,,,,,Xã Đức Hạnh,2032315,20323,,,xa-duc-hanh,,huyen-bao-lam
,,,,,,Xã Quảng Lâm,2032317,20323,,,xa-quang-lam,,huyen-bao-lam
,,,,,,Xã Thái Học    ,2032319,20323,,,xa-thai-hoc,,huyen-bao-lam
,,,,,,Xã Thạch Lâm,2032321,20323,,,xa-thach-lam,,huyen-bao-lam
,,,,,,Xã Thái Sơn   ,2032323,20323,,,xa-thai-son,,huyen-bao-lam
,,,,,,Xã Nam Cao ,2032325,20323,,,xa-nam-cao,,huyen-bao-lam
,,,,,,Thị trấn Pác Miầu,2032327,20323,,,thi-tran-pac-miau,,huyen-bao-lam
,,,,,,Phường Phố Mới,2050101,20501,,,phuong-pho-moi,,thanh-pho-lao-cai
,,,,,,Phường Cốc Lếu,2050103,20501,,,phuong-coc-leu,,thanh-pho-lao-cai
,,,,,,Phường Kim Tân,2050105,20501,,,phuong-kim-tan,,thanh-pho-lao-cai
,,,,,,Phường Pom Hán,2050107,20501,,,phuong-pom-han,,thanh-pho-lao-cai
,,,,,,Phường Xuân Tăng,2050109,20501,,,phuong-xuan-tang,,thanh-pho-lao-cai
,,,,,,Phường Bình Minh,2050111,20501,,,phuong-binh-minh,,thanh-pho-lao-cai
,,,,,,Xã Thống Nhất           ,2050113,20501,,,xa-thong-nhat,,thanh-pho-lao-cai
,,,,,,Xã Vạn Hoà,2050115,20501,,,xa-van-hoa,,thanh-pho-lao-cai
,,,,,,Phường Bắc Cường,2050117,20501,,,phuong-bac-cuong,,thanh-pho-lao-cai
,,,,,,Xã Cam Đường,2050119,20501,,,xa-cam-duong,,thanh-pho-lao-cai
,,,,,,Xã Hợp Thành ,2050121,20501,,,xa-hop-thanh,,thanh-pho-lao-cai
,,,,,,Phường Duyên Hải,2050123,20501,,,phuong-duyen-hai,,thanh-pho-lao-cai
,,,,,,Phường Nam Cường,2050125,20501,,,phuong-nam-cuong,,thanh-pho-lao-cai
,,,,,,Phường Lào Cai,2050127,20501,,,phuong-lao-cai,,thanh-pho-lao-cai
,,,,,,Phường Bắc Lệnh,2050129,20501,,,phuong-bac-lenh,,thanh-pho-lao-cai
,,,,,,Xã Đồng Tuyển,2050131,20501,,,xa-dong-tuyen,,thanh-pho-lao-cai
,,,,,,Xã Tả Phời,2050133,20501,,,xa-ta-phoi,,thanh-pho-lao-cai
,,,,,,Xã Cốc San ,2050135,20501,,,xa-coc-san,,thanh-pho-lao-cai
,,,,,,Xã Bản Lầu,2050501,20505,,,xa-ban-lau,,huyen-muong-khuong
,,,,,,Xã La Pan Tẩn,2050503,20505,,,xa-la-pan-tan,,huyen-muong-khuong
,,,,,,Xã Tả Thàng,2050505,20505,,,xa-ta-thang,,huyen-muong-khuong
,,,,,,Xã Bản Sen,2050507,20505,,,xa-ban-sen,,huyen-muong-khuong
,,,,,,Xã Pha Long,2050509,20505,,,xa-pha-long,,huyen-muong-khuong
,,,,,,Xã Tung Chung Phố,2050511,20505,,,xa-tung-chung-pho,,huyen-muong-khuong
,,,,,,Xã Dìn Chin,2050513,20505,,,xa-din-chin,,huyen-muong-khuong
,,,,,,Xã Tả Gia Khâu,2050515,20505,,,xa-ta-gia-khau,,huyen-muong-khuong
,,,,,,Xã Nấm Lư,2050517,20505,,,xa-nam-lu,,huyen-muong-khuong
,,,,,,Xã Lùng Khấu Nhin,2050519,20505,,,xa-lung-khau-nhin,,huyen-muong-khuong
,,,,,,Xã Thanh Bình  ,2050521,20505,,,xa-thanh-binh,,huyen-muong-khuong
,,,,,,Thị trấn Mường Khương,2050523,20505,,,thi-tran-muong-khuong,,huyen-muong-khuong
,,,,,,Xã Cao Sơn,2050525,20505,,,xa-cao-son,,huyen-muong-khuong
,,,,,,Xã Nậm Chảy,2050527,20505,,,xa-nam-chay,,huyen-muong-khuong
,,,,,,Xã Lùng Vai,2050529,20505,,,xa-lung-vai,,huyen-muong-khuong
,,,,,,Xã Tả Ngải Chồ,2050531,20505,,,xa-ta-ngai-cho,,huyen-muong-khuong
,,,,,,Thị trấn Bát Xát,2050701,20507,,,thi-tran-bat-xat,,huyen-bat-xat
,,,,,,Xã Nậm Chạc,2050703,20507,,,xa-nam-chac,,huyen-bat-xat
,,,,,,Xã A Lù,2050705,20507,,,xa-a-lu,,huyen-bat-xat
,,,,,,Xã Trịnh Tường,2050707,20507,,,xa-trinh-tuong,,huyen-bat-xat
,,,,,,Xã Y Tý,2050709,20507,,,xa-y-ty,,huyen-bat-xat
,,,,,,Xã Cốc Mỳ,2050711,20507,,,xa-coc-my,,huyen-bat-xat
,,,,,,Xã Dền Sáng,2050713,20507,,,xa-den-sang,,huyen-bat-xat
,,,,,,Xã Bản Qua,2050715,20507,,,xa-ban-qua,,huyen-bat-xat
,,,,,,Xã Mường Vi,2050717,20507,,,xa-muong-vi,,huyen-bat-xat
,,,,,,Xã Bản Xèo,2050719,20507,,,xa-ban-xeo,,huyen-bat-xat
,,,,,,Xã Mường Hum,2050721,20507,,,xa-muong-hum,,huyen-bat-xat
,,,,,,Xã Trung Lèng Hồ,2050723,20507,,,xa-trung-leng-ho,,huyen-bat-xat
,,,,,,Xã Pa Cheo,2050725,20507,,,xa-pa-cheo,,huyen-bat-xat
,,,,,,Xã Nậm Pung,2050727,20507,,,xa-nam-pung,,huyen-bat-xat
,,,,,,Xã Phìn Ngan,2050729,20507,,,xa-phin-ngan,,huyen-bat-xat
,,,,,,Xã Tòng Sành,2050731,20507,,,xa-tong-sanh,,huyen-bat-xat
,,,,,,Xã Sàng Ma Sáo,2050733,20507,,,xa-sang-ma-sao,,huyen-bat-xat
,,,,,,Xã A Mú Sung,2050735,20507,,,xa-a-mu-sung,,huyen-bat-xat
,,,,,,Xã Ngải Thầu,2050737,20507,,,xa-ngai-thau,,huyen-bat-xat
,,,,,,Xã Bản Vược,2050739,20507,,,xa-ban-vuoc,,huyen-bat-xat
,,,,,,Xã Dền Thàng,2050741,20507,,,xa-den-thang,,huyen-bat-xat
,,,,,,Xã Quang Kim,2050743,20507,,,xa-quang-kim,,huyen-bat-xat
,,,,,,Xã Cốc San,2050745,20507,,,xa-coc-san,,huyen-bat-xat
,,,,,,Xã Lùng Cải,2050901,20509,,,xa-lung-cai,,huyen-bac-ha
,,,,,,Xã Bản Già,2050903,20509,,,xa-ban-gia,,huyen-bac-ha
,,,,,,Xã Lùng Phình,2050905,20509,,,xa-lung-phinh,,huyen-bac-ha
,,,,,,Xã Tả Củ Tỷ,2050907,20509,,,xa-ta-cu-ty,,huyen-bac-ha
,,,,,,Xã Thải Giàng Phố,2050909,20509,,,xa-thai-giang-pho,,huyen-bac-ha
,,,,,,Xã Lầu Thí Ngài,2050911,20509,,,xa-lau-thi-ngai,,huyen-bac-ha
,,,,,,Xã Bản Phố,2050913,20509,,,xa-ban-pho,,huyen-bac-ha
,,,,,,Xã Tà Chải,2050915,20509,,,xa-ta-chai,,huyen-bac-ha
,,,,,,Xã Na Hối,2050917,20509,,,xa-na-hoi,,huyen-bac-ha
,,,,,,Xã Nậm Mòn,2050919,20509,,,xa-nam-mon,,huyen-bac-ha
,,,,,,Xã Nậm Đét,2050921,20509,,,xa-nam-det,,huyen-bac-ha
,,,,,,Xã Bảo Nhai,2050923,20509,,,xa-bao-nhai,,huyen-bac-ha
,,,,,,Xã Nậm Lúc,2050925,20509,,,xa-nam-luc,,huyen-bac-ha
,,,,,,Xã Cốc Lầu,2050927,20509,,,xa-coc-lau,,huyen-bac-ha
,,,,,,Xã Bản Liền,2050929,20509,,,xa-ban-lien,,huyen-bac-ha
,,,,,,Thị trấn Bắc Hà,2050931,20509,,,thi-tran-bac-ha,,huyen-bac-ha
,,,,,,Xã Tả Van Chư,2050933,20509,,,xa-ta-van-chu,,huyen-bac-ha
,,,,,,Xã Hoàng Thu Phố,2050935,20509,,,xa-hoang-thu-pho,,huyen-bac-ha
,,,,,,Xã Cốc Ly,2050937,20509,,,xa-coc-ly,,huyen-bac-ha
,,,,,,Xã Nậm Khánh,2050939,20509,,,xa-nam-khanh,,huyen-bac-ha
,,,,,,Xã Bản Cái,2050941,20509,,,xa-ban-cai,,huyen-bac-ha
,,,,,,Thị trấn N.T Phong Hải,2051101,20511,,,thi-tran-n.t-phong-hai,,huyen-bao-thang
,,,,,,Thị trấn Tằng Loỏng,2051103,20511,,,thi-tran-tang-loong,,huyen-bao-thang
,,,,,,Xã Bản Cầm,2051105,20511,,,xa-ban-cam,,huyen-bao-thang
,,,,,,Xã Thái Niên,2051107,20511,,,xa-thai-nien,,huyen-bao-thang
,,,,,,Xã Phong Niên,2051109,20511,,,xa-phong-nien,,huyen-bao-thang
,,,,,,Xã Xuân Quang,2051111,20511,,,xa-xuan-quang,,huyen-bao-thang
,,,,,,Xã Sơn Hải,2051113,20511,,,xa-son-hai,,huyen-bao-thang
,,,,,,Xã Xuân Giao,2051115,20511,,,xa-xuan-giao,,huyen-bao-thang
,,,,,,Xã Sơn Hà  ,2051117,20511,,,xa-son-ha,,huyen-bao-thang
,,,,,,Xã Phố Lu,2051119,20511,,,xa-pho-lu,,huyen-bao-thang
,,,,,,Thị trấn Phố Lu,2051121,20511,,,thi-tran-pho-lu,,huyen-bao-thang
,,,,,,Xã Phú Nhuận,2051123,20511,,,xa-phu-nhuan,,huyen-bao-thang
,,,,,,Xã Bản Phiệt,2051125,20511,,,xa-ban-phiet,,huyen-bao-thang
,,,,,,Xã Gia Phú ,2051127,20511,,,xa-gia-phu,,huyen-bao-thang
,,,,,,Xã Trì Quang,2051129,20511,,,xa-tri-quang,,huyen-bao-thang
,,,,,,"Thị trấn Sa Pa 
",2051301,20513,,,thi-tran-sa-pa,,thi-xa-sa-pa
,,,,,,Xã Bản Khoang,2051303,20513,,,xa-ban-khoang,,thi-xa-sa-pa
,,,,,,Xã Trung Chải,2051305,20513,,,xa-trung-chai,,thi-xa-sa-pa
,,,,,,Xã Tả Phìn ,2051307,20513,,,xa-ta-phin,,thi-xa-sa-pa
,,,,,,Xã San Sả Hồ,2051309,20513,,,xa-san-sa-ho,,thi-xa-sa-pa
,,,,,,Xã Hầu Thào,2051311,20513,,,xa-hau-thao,,thi-xa-sa-pa
,,,,,,Xã Lao Chải,2051313,20513,,,xa-lao-chai,,thi-xa-sa-pa
,,,,,,Xã Thanh Kim,2051315,20513,,,xa-thanh-kim,,thi-xa-sa-pa
,,,,,,Xã Sử Pán,2051317,20513,,,xa-su-pan,,thi-xa-sa-pa
,,,,,,Xã Tả Van,2051319,20513,,,xa-ta-van,,thi-xa-sa-pa
,,,,,,Xã Thanh Phú,2051321,20513,,,xa-thanh-phu,,thi-xa-sa-pa
,,,,,,Xã Nậm Cang,2051323,20513,,,xa-nam-cang,,thi-xa-sa-pa
,,,,,,Xã Sa Pả,2051325,20513,,,xa-sa-pa,,thi-xa-sa-pa
,,,,,,Xã Nậm Sài,2051327,20513,,,xa-nam-sai,,thi-xa-sa-pa
,,,,,,Xã Tả Giàng Phình,2051329,20513,,,xa-ta-giang-phinh,,thi-xa-sa-pa
,,,,,,Xã Bản Phùng,2051331,20513,,,xa-ban-phung,,thi-xa-sa-pa
,,,,,,Xã Suối Thầu,2051333,20513,,,xa-suoi-thau,,thi-xa-sa-pa
,,,,,,Xã Bản Hồ,2051335,20513,,,xa-ban-ho,,thi-xa-sa-pa
,,,,,,Xã Hoàng Liên,2051337,20513,,,xa-hoang-lien,,thi-xa-sa-pa
,,,,,,Xã Liên Minh   ,2051339,20513,,,xa-lien-minh,,thi-xa-sa-pa
,,,,,,Xã Mường Bo ,2051341,20513,,,xa-muong-bo,,thi-xa-sa-pa
,,,,,,Xã Mường Hoa,2051343,20513,,,xa-muong-hoa,,thi-xa-sa-pa
,,,,,,Xã Ngũ Chỉ Sơn,2051345,20513,,,xa-ngu-chi-son,,thi-xa-sa-pa
,,,,,,Xã Thanh Bình         ,2051347,20513,,,xa-thanh-binh,,thi-xa-sa-pa
,,,,,,Phường Cầu Mây,2051349,20513,,,phuong-cau-may,,thi-xa-sa-pa
,,,,,,Phường Hàm Rồng ,2051351,20513,,,phuong-ham-rong,,thi-xa-sa-pa
,,,,,,Phường Ô Quý Hồ,2051353,20513,,,phuong-o-quy-ho,,thi-xa-sa-pa
,,,,,,Phường Phan Si Păng,2051355,20513,,,phuong-phan-si-pang,,thi-xa-sa-pa
,,,,,,Phường Sa Pa,2051357,20513,,,phuong-sa-pa,,thi-xa-sa-pa
,,,,,,Phường Sa Pả,2051359,20513,,,phuong-sa-pa,,thi-xa-sa-pa
,,,,,,Xã Tân Tiến      ,2051501,20515,,,xa-tan-tien,,huyen-bao-yen
,,,,,,Xã Nghĩa Đô,2051503,20515,,,xa-nghia-do,,huyen-bao-yen
,,,,,,Xã Vĩnh Yên,2051505,20515,,,xa-vinh-yen,,huyen-bao-yen
,,,,,,Xã Điện Quan,2051507,20515,,,xa-dien-quan,,huyen-bao-yen
,,,,,,Xã Tân Dương ,2051509,20515,,,xa-tan-duong,,huyen-bao-yen
,,,,,,Xã Thượng Hà ,2051511,20515,,,xa-thuong-ha,,huyen-bao-yen
,,,,,,Xã Cam Cọn,2051513,20515,,,xa-cam-con,,huyen-bao-yen
,,,,,,Xã Minh Tân          ,2051515,20515,,,xa-minh-tan,,huyen-bao-yen
,,,,,,Xã Yên Sơn   ,2051517,20515,,,xa-yen-son,,huyen-bao-yen
,,,,,,Xã Bảo Hà,2051519,20515,,,xa-bao-ha,,huyen-bao-yen
,,,,,,Xã Lương Sơn,2051521,20515,,,xa-luong-son,,huyen-bao-yen
,,,,,,Xã Long Khánh,2051523,20515,,,xa-long-khanh,,huyen-bao-yen
,,,,,,Xã Xuân Thượng ,2051525,20515,,,xa-xuan-thuong,,huyen-bao-yen
,,,,,,Thị trấn Phố Ràng,2051527,20515,,,thi-tran-pho-rang,,huyen-bao-yen
,,,,,,Xã Xuân Hoà ,2051529,20515,,,xa-xuan-hoa,,huyen-bao-yen
