serial,province,provinceID,district,districtID,pro_districtID,village,villageID,dis_villageID,provinceCode,districtCode,villageCode,pro_districtCode,dis_villageCode
1.0,An Giang,805.0,Quận Ba Đình,10101.0,101.0,Phường Phúc Xá,1010101,10101,an-giang,quan-ba-dinh,phuong-phuc-xa,ha-noi,quan-ba-dinh
2.0,Bà Rịa - Vũng Tàu,717.0,Quận Tây Hồ,10103.0,101.0,Phường Trúc Bạch,1010103,10101,ba-ria-vung-tau,quan-tay-ho,phuong-truc-bach,ha-noi,quan-ba-dinh
3.0,Bắc Giang,221.0,Quận Hoàn Kiếm,10105.0,101.0,Phường Vĩnh Phúc,1010105,10101,bac-giang,quan-hoan-kiem,phuong-vinh-phuc,ha-noi,quan-ba-dinh
4.0,Bắc Kạn,207.0,Quận Long Biên,10106.0,101.0,Phường Cống Vị,1010107,10101,bac-kan,quan-long-bien,phuong-cong-vi,ha-noi,quan-ba-dinh
5.0,Bạc Liêu,821.0,Quận Hai Bà Trưng,10107.0,101.0,Phường Liễu Giai,1010109,10101,bac-lieu,quan-hai-ba-trung,phuong-lieu-giai,ha-noi,quan-ba-dinh
6.0,Bắc Ninh,223.0,Quận Hoàng Mai,10108.0,101.0,Phường Nguyễn Trung Trực,1010111,10101,bac-ninh,quan-hoang-mai,phuong-nguyen-trung-truc,ha-noi,quan-ba-dinh
7.0,Bến Tre,811.0,Quận Đống đa,10109.0,101.0,Phường Ngọc Hà,1010113,10101,ben-tre,quan-dong-da,phuong-ngoc-ha,ha-noi,quan-ba-dinh
8.0,Bình Định,507.0,Quận Thanh Xuân,10111.0,101.0,Phường Đội Cấn,1010115,10101,binh-dinh,quan-thanh-xuan,phuong-doi-can,ha-noi,quan-ba-dinh
9.0,Bình Dương,711.0,Quận Cầu Giấy,10113.0,101.0,Phường Kim Mã,1010117,10101,binh-duong,quan-cau-giay,phuong-kim-ma,ha-noi,quan-ba-dinh
10.0,Bình Phước,707.0,Huyện Sóc sơn,10115.0,101.0,Phường Giảng Võ,1010119,10101,binh-phuoc,huyen-soc-son,phuong-giang-vo,ha-noi,quan-ba-dinh
11.0,Bình Thuận,715.0,Huyện Đông Anh,10117.0,101.0,Phường Thành Công,1010121,10101,binh-thuan,huyen-dong-anh,phuong-thanh-cong,ha-noi,quan-ba-dinh
12.0,Cà Mau,823.0,Huyện Gia Lâm,10119.0,101.0,Phường Điện Biên,1010123,10101,ca-mau,huyen-gia-lam,phuong-dien-bien,ha-noi,quan-ba-dinh
13.0,Cần Thơ,815.0,Huyện Từ Liêm,10121.0,101.0,Phường Quán Thánh,1010125,10101,can-tho,huyen-tu-liem,phuong-quan-thanh,ha-noi,quan-ba-dinh
14.0,Cao Bằng,203.0,Huyện Thanh Trì,10123.0,101.0,Phường Ngọc Khánh,1010127,10101,cao-bang,huyen-thanh-tri,phuong-ngoc-khanh,ha-noi,quan-ba-dinh
15.0,Đà Nẵng,501.0,Huyện Mê Linh,10125.0,101.0,Phường Nhật Tân,1010301,10103,da-nang,huyen-me-linh,phuong-nhat-tan,ha-noi,quan-tay-ho
16.0,Đắk Lắk,605.0,Quận Hà Đông,10127.0,101.0,Phường Tứ Liên,1010303,10103,dak-lak,quan-ha-dong,phuong-tu-lien,ha-noi,quan-tay-ho
17.0,Đắk Nông,606.0,Thị xã Sơn Tây,10129.0,101.0,Phường Quảng An,1010305,10103,dak-nong,thi-xa-son-tay,phuong-quang-an,ha-noi,quan-tay-ho
18.0,Điện Biên,301.0,Huyện Phúc Thọ,10131.0,101.0,Phường Xuân La,1010307,10103,dien-bien,huyen-phuc-tho,phuong-xuan-la,ha-noi,quan-tay-ho
19.0,Đồng Nai,713.0,Huyện Đan Phượng,10133.0,101.0,Phường Bưởi,1010309,10103,dong-nai,huyen-dan-phuong,phuong-buoi,ha-noi,quan-tay-ho
20.0,Đồng Tháp,803.0,Huyện Thạch Thất,10135.0,101.0,Phường Thuỵ Khuê,1010311,10103,dong-thap,huyen-thach-that,phuong-thuy-khue,ha-noi,quan-tay-ho
21.0,Gia Lai,603.0,Huyện Hoài Đức,10137.0,101.0,Phường Phú Thượng,1010313,10103,gia-lai,huyen-hoai-duc,phuong-phu-thuong,ha-noi,quan-tay-ho
22.0,Hà Giang,201.0,Huyện Quốc Oai,10139.0,101.0,Phường Yên Phụ,1010315,10103,ha-giang,huyen-quoc-oai,phuong-yen-phu,ha-noi,quan-tay-ho
23.0,Hà Nam,111.0,Huyện Thanh Oai,10141.0,101.0,Phường Phúc Tân,1010501,10105,ha-nam,huyen-thanh-oai,phuong-phuc-tan,ha-noi,quan-hoan-kiem
24.0,Hà Nội,101.0,Huyện Thường Tín,10143.0,101.0,Phường Hàng Mã,1010503,10105,ha-noi,huyen-thuong-tin,phuong-hang-ma,ha-noi,quan-hoan-kiem
25.0,Hà Tĩnh,405.0,Huyện Mỹ Đức,10145.0,101.0,Phường Hàng Buồm,1010505,10105,ha-tinh,huyen-my-duc,phuong-hang-buom,ha-noi,quan-hoan-kiem
26.0,Hải Dương,107.0,Huyện ứng Hoà,10147.0,101.0,Phường Hàng Đào,1010507,10105,hai-duong,huyen-ung-hoa,phuong-hang-dao,ha-noi,quan-hoan-kiem
27.0,Hải Phòng,103.0,Huyện Phú Xuyên,10149.0,101.0,Phường Hàng Bồ,1010509,10105,hai-phong,huyen-phu-xuyen,phuong-hang-bo,ha-noi,quan-hoan-kiem
28.0,Hậu Giang,816.0,Huyện Ba Vì,10151.0,101.0,Phường Lý Thái Tổ,1010511,10105,hau-giang,huyen-ba-vi,phuong-ly-thai-to,ha-noi,quan-hoan-kiem
29.0,Hòa Bình,305.0,Huyện Chương Mỹ,10153.0,101.0,Phường Hàng Bạc,1010513,10105,hoa-binh,huyen-chuong-my,phuong-hang-bac,ha-noi,quan-hoan-kiem
30.0,Hưng Yên,109.0,Quận Nam Từ Liêm,10155.0,101.0,Phường Chương Dương,1010515,10105,hung-yen,quan-nam-tu-liem,phuong-chuong-duong,ha-noi,quan-hoan-kiem
31.0,Khánh Hòa,511.0,Quận Bắc Từ Liêm,10157.0,101.0,Phường Hàng Trống,1010517,10105,khanh-hoa,quan-bac-tu-liem,phuong-hang-trong,ha-noi,quan-hoan-kiem
32.0,Kiên Giang,813.0,Quận Hồng Bàng,10301.0,103.0,Phường Cửa Nam,1010519,10105,kien-giang,quan-hong-bang,phuong-cua-nam,hai-phong,quan-hoan-kiem
33.0,Kon Tum,601.0,Quận Ngô Quyền,10303.0,103.0,Phường Trần Hưng Đạo,1010521,10105,kon-tum,quan-ngo-quyen,phuong-tran-hung-dao,hai-phong,quan-hoan-kiem
34.0,Lai Châu,302.0,Quận Hải An,10304.0,103.0,Phường Phan Chu Trinh,1010523,10105,lai-chau,quan-hai-an,phuong-phan-chu-trinh,hai-phong,quan-hoan-kiem
35.0,Lâm Đồng,703.0,Quận Lê Chân,10305.0,103.0,Phường Hàng Bài,1010525,10105,lam-dong,quan-le-chan,phuong-hang-bai,hai-phong,quan-hoan-kiem
36.0,Lạng Sơn,209.0,Quận Kiến An,10307.0,103.0,Phường Hàng Bông,1010527,10105,lang-son,quan-kien-an,phuong-hang-bong,hai-phong,quan-hoan-kiem
37.0,Lào Cai,205.0,Quận Đồ Sơn,10309.0,103.0,Phường Đồng Xuân,1010529,10105,lao-cai,quan-do-son,phuong-dong-xuan,hai-phong,quan-hoan-kiem
38.0,Long An,801.0,Huyện Thuỷ Nguyên,10311.0,103.0,Phường Cửa Đông,1010531,10105,long-an,huyen-thuy-nguyen,phuong-cua-dong,hai-phong,quan-hoan-kiem
39.0,Nam Định,113.0,Huyện An Dương,10313.0,103.0,Phường Hàng Gai,1010533,10105,nam-dinh,huyen-an-duong,phuong-hang-gai,hai-phong,quan-hoan-kiem
40.0,Nghệ An,403.0,Huyện An Lão,10315.0,103.0,Phường Tràng Tiền,1010535,10105,nghe-an,huyen-an-lao,phuong-trang-tien,hai-phong,quan-hoan-kiem
41.0,Ninh Bình,117.0,Huyện Kiến Thụy,10317.0,103.0,Phường Giang Biên,1010601,10106,ninh-binh,huyen-kien-thuy,phuong-giang-bien,hai-phong,quan-long-bien
42.0,Ninh Thuận,705.0,Huyện Tiên Lãng,10319.0,103.0,Phường Đức Giang,1010603,10106,ninh-thuan,huyen-tien-lang,phuong-duc-giang,hai-phong,quan-long-bien
43.0,Phú Thọ,217.0,Huyện Vĩnh Bảo,10321.0,103.0,Phường Việt Hưng,1010605,10106,phu-tho,huyen-vinh-bao,phuong-viet-hung,hai-phong,quan-long-bien
44.0,Phú Yên,509.0,Huyện Cát Hải,10323.0,103.0,Phường Gia Thuỵ,1010607,10106,phu-yen,huyen-cat-hai,phuong-gia-thuy,hai-phong,quan-long-bien
45.0,Quảng Bình,407.0,Huyện Bạch Long Vĩ,10325.0,103.0,Phường Phúc Lợi,1010609,10106,quang-binh,huyen-bach-long-vi,phuong-phuc-loi,hai-phong,quan-long-bien
46.0,Quảng Nam,503.0,Quận Dương Kinh,10327.0,103.0,Phường Bồ Đề,1010611,10106,quang-nam,quan-duong-kinh,phuong-bo-de,hai-phong,quan-long-bien
47.0,Quảng Ngãi,505.0,Thành phố Hải Dương,10701.0,107.0,Phường Sài Đồng,1010613,10106,quang-ngai,thanh-pho-hai-duong,phuong-sai-dong,hai-duong,quan-long-bien
48.0,Quảng Ninh,225.0,Thành phố Chí Linh,10703.0,107.0,Phường Thạch Bàn,1010615,10106,quang-ninh,thanh-pho-chi-linh,phuong-thach-ban,hai-duong,quan-long-bien
49.0,Quảng Trị,409.0,Huyện Nam Sách,10705.0,107.0,Phường Phúc Đồng,1010617,10106,quang-tri,huyen-nam-sach,phuong-phuc-dong,hai-duong,quan-long-bien
50.0,Sóc Trăng,819.0,Huyện Thanh Hà,10707.0,107.0,Phường Cự Khối,1010619,10106,soc-trang,huyen-thanh-ha,phuong-cu-khoi,hai-duong,quan-long-bien
51.0,Sơn La,303.0,Thị xã Kinh Môn,10709.0,107.0,Phường Thượng Thanh,1010621,10106,son-la,thi-xa-kinh-mon,phuong-thuong-thanh,hai-duong,quan-long-bien
52.0,Tây Ninh,709.0,Huyện Kim Thành,10711.0,107.0,Phường Ngọc Thuỵ,1010623,10106,tay-ninh,huyen-kim-thanh,phuong-ngoc-thuy,hai-duong,quan-long-bien
53.0,Thái Bình,115.0,Huyện Gia Lộc,10713.0,107.0,Phường Ngọc Lâm,1010625,10106,thai-binh,huyen-gia-loc,phuong-ngoc-lam,hai-duong,quan-long-bien
54.0,Thái Nguyên,215.0,Huyện Tứ Kỳ,10715.0,107.0,Phường Long Biên,1010627,10106,thai-nguyen,huyen-tu-ky,phuong-long-bien,hai-duong,quan-long-bien
55.0,Thanh Hoá,401.0,Huyện Cẩm Giàng,10717.0,107.0,Phường Lê Đại Hành,1010701,10107,thanh-hoa,huyen-cam-giang,phuong-le-dai-hanh,hai-duong,quan-hai-ba-trung
56.0,Thừa Thiên Huế,411.0,Huyện Bình Giang,10719.0,107.0,Phường Đồng Nhân,1010703,10107,thua-thien-hue,huyen-binh-giang,phuong-dong-nhan,hai-duong,quan-hai-ba-trung
57.0,Tiền Giang,807.0,Huyện Thanh Miện,10721.0,107.0,Phường Đống Mác,1010705,10107,tien-giang,huyen-thanh-mien,phuong-dong-mac,hai-duong,quan-hai-ba-trung
58.0,Hồ Chí Minh,701.0,Huyện Ninh Giang,10723.0,107.0,Phường Thanh Lương,1010707,10107,ho-chi-minh,huyen-ninh-giang,phuong-thanh-luong,hai-duong,quan-hai-ba-trung
59.0,Trà Vinh,817.0,Thành phố Hưng yên,10901.0,109.0,Phường Thanh Nhàn,1010709,10107,tra-vinh,thanh-pho-hung-yen,phuong-thanh-nhan,hung-yen,quan-hai-ba-trung
60.0,Tuyên Quang,211.0,Thị xã Mỹ Hào,10903.0,109.0,Phường Cầu Dền,1010711,10107,tuyen-quang,thi-xa-my-hao,phuong-cau-den,hung-yen,quan-hai-ba-trung
61.0,Vĩnh Long,809.0,Huyện Khoái Châu,10905.0,109.0,Phường Bách Khoa,1010713,10107,vinh-long,huyen-khoai-chau,phuong-bach-khoa,hung-yen,quan-hai-ba-trung
62.0,Vĩnh Phúc,219.0,Huyện Ân Thi,10907.0,109.0,Phường Đồng Tâm,1010715,10107,vinh-phuc,huyen-an-thi,phuong-dong-tam,hung-yen,quan-hai-ba-trung
63.0,Yên Bái,213.0,Huyện Kim Động,10909.0,109.0,Phường Vĩnh Tuy,1010717,10107,yen-bai,huyen-kim-dong,phuong-vinh-tuy,hung-yen,quan-hai-ba-trung
,,,Huyện Phù Cừ,10911.0,109.0,Phường Bạch Mai,1010719,10107,,huyen-phu-cu,phuong-bach-mai,hung-yen,quan-hai-ba-trung
,,,Huyện Tiên Lữ,10913.0,109.0,Phường Quỳnh Lôi,1010721,10107,,huyen-tien-lu,phuong-quynh-loi,hung-yen,quan-hai-ba-trung
,,,Huyện Văn Giang,10915.0,109.0,Phường Trương Định,1010723,10107,,huyen-van-giang,phuong-truong-dinh,hung-yen,quan-hai-ba-trung
,,,Huyện Văn Lâm,10917.0,109.0,Phường Ngô Thì Nhậm,1010725,10107,,huyen-van-lam,phuong-ngo-thi-nham,hung-yen,quan-hai-ba-trung
,,,Huyện Yên Mỹ,10919.0,109.0,Phường Bạch Đằng,1010727,10107,,huyen-yen-my,phuong-bach-dang,hung-yen,quan-hai-ba-trung
,,,Thành phố Phủ Lý,11101.0,111.0,Phường Phạm Đình Hổ,1010729,10107,,thanh-pho-phu-ly,phuong-pham-dinh-ho,ha-nam,quan-hai-ba-trung
,,,Thị xã Duy Tiên,11103.0,111.0,Phường Bùi Thị Xuân,1010731,10107,,thi-xa-duy-tien,phuong-bui-thi-xuan,ha-nam,quan-hai-ba-trung
,,,Huyện Kim Bảng,11105.0,111.0,Phường Phố Huế,1010733,10107,,huyen-kim-bang,phuong-pho-hue,ha-nam,quan-hai-ba-trung
,,,Huyện Lý Nhân,11107.0,111.0,Phường Minh Khai,1010735,10107,,huyen-ly-nhan,phuong-minh-khai,ha-nam,quan-hai-ba-trung
,,,Huyện Thanh Liêm,11109.0,111.0,Phường Quỳnh Mai,1010737,10107,,huyen-thanh-liem,phuong-quynh-mai,ha-nam,quan-hai-ba-trung
,,,Huyện Bình Lục,11111.0,111.0,Phường Nguyễn Du,1010739,10107,,huyen-binh-luc,phuong-nguyen-du,ha-nam,quan-hai-ba-trung
,,,Thành phố Nam Định,11301.0,113.0,Phường Vĩnh Hưng,1010801,10108,,thanh-pho-nam-dinh,phuong-vinh-hung,nam-dinh,quan-hoang-mai
,,,Huyện Vụ Bản,11303.0,113.0,Phường Định Công,1010803,10108,,huyen-vu-ban,phuong-dinh-cong,nam-dinh,quan-hoang-mai
,,,Huyện Mỹ Lộc,11305.0,113.0,Phường Mai Động,1010805,10108,,huyen-my-loc,phuong-mai-dong,nam-dinh,quan-hoang-mai
,,,Huyện Ý Yên,11307.0,113.0,Phường Tương Mai,1010807,10108,,huyen-y-yen,phuong-tuong-mai,nam-dinh,quan-hoang-mai
,,,Huyện Nam Trực,11309.0,113.0,Phường Tân Mai,1010809,10108,,huyen-nam-truc,phuong-tan-mai,nam-dinh,quan-hoang-mai
,,,Huyện Trực Ninh,11311.0,113.0,Phường Hoàng Văn Thụ,1010811,10108,,huyen-truc-ninh,phuong-hoang-van-thu,nam-dinh,quan-hoang-mai
,,,Huyện Xuân Trường,11313.0,113.0,Phường Giáp Bát,1010813,10108,,huyen-xuan-truong,phuong-giap-bat,nam-dinh,quan-hoang-mai
,,,Huyện Giao Thuỷ,11315.0,113.0,Phường Thịnh Liệt,1010815,10108,,huyen-giao-thuy,phuong-thinh-liet,nam-dinh,quan-hoang-mai
,,,Huyện Nghĩa Hưng,11317.0,113.0,Phường Hoàng Liệt,1010817,10108,,huyen-nghia-hung,phuong-hoang-liet,nam-dinh,quan-hoang-mai
,,,Huyện Hải Hậu,11319.0,113.0,Phường Trần Phú,1010819,10108,,huyen-hai-hau,phuong-tran-phu,nam-dinh,quan-hoang-mai
,,,Thành phố Thái Bình,11501.0,115.0,Phường Thanh Trì,1010821,10108,,thanh-pho-thai-binh,phuong-thanh-tri,thai-binh,quan-hoang-mai
,,,Huyện Quỳnh Phụ,11503.0,115.0,Phường Đại Kim,1010823,10108,,huyen-quynh-phu,phuong-dai-kim,thai-binh,quan-hoang-mai
,,,Huyện Hưng Hà,11505.0,115.0,Phường Lĩnh Nam,1010825,10108,,huyen-hung-ha,phuong-linh-nam,thai-binh,quan-hoang-mai
,,,Huyện Thái Thụy,11507.0,115.0,Phường Yên Sở,1010827,10108,,huyen-thai-thuy,phuong-yen-so,thai-binh,quan-hoang-mai
,,,Huyện Đông Hưng,11509.0,115.0,Phường Cát Linh,1010901,10109,,huyen-dong-hung,phuong-cat-linh,thai-binh,quan-dong-da
,,,Huyện Vũ Thư,11511.0,115.0,Phường Văn Miếu,1010903,10109,,huyen-vu-thu,phuong-van-mieu,thai-binh,quan-dong-da
,,,Huyện Kiến Xương,11513.0,115.0,Phường Láng Thượng,1010905,10109,,huyen-kien-xuong,phuong-lang-thuong,thai-binh,quan-dong-da
,,,Huyện Tiền Hải,11515.0,115.0,Phường ô Chợ Dừa,1010907,10109,,huyen-tien-hai,phuong-o-cho-dua,thai-binh,quan-dong-da
,,,Thành phố Ninh Bình,11701.0,117.0,Phường Hàng Bột,1010909,10109,,thanh-pho-ninh-binh,phuong-hang-bot,ninh-binh,quan-dong-da
,,,Thành phố Tam Điệp,11703.0,117.0,Phường Khâm Thiên,1010911,10109,,thanh-pho-tam-diep,phuong-kham-thien,ninh-binh,quan-dong-da
,,,Huyện Nho quan,11705.0,117.0,Phường Thổ Quan,1010913,10109,,huyen-nho-quan,phuong-tho-quan,ninh-binh,quan-dong-da
,,,Huyện Gia Viễn,11707.0,117.0,Phường Nam Đồng,1010915,10109,,huyen-gia-vien,phuong-nam-dong,ninh-binh,quan-dong-da
,,,Huyện Hoa Lư,11709.0,117.0,Phường Quang Trung,1010917,10109,,huyen-hoa-lu,phuong-quang-trung,ninh-binh,quan-dong-da
,,,Huyện Yên Mô,11711.0,117.0,Phường Trung Liệt,1010919,10109,,huyen-yen-mo,phuong-trung-liet,ninh-binh,quan-dong-da
,,,Huyện Yên Khánh,11713.0,117.0,Phường Phương Liên,1010921,10109,,huyen-yen-khanh,phuong-phuong-lien,ninh-binh,quan-dong-da
,,,Huyện Kim Sơn,11715.0,117.0,Phường Thịnh Quang,1010923,10109,,huyen-kim-son,phuong-thinh-quang,ninh-binh,quan-dong-da
,,,Thành phố Hà Giang,20101.0,201.0,Phường Kim Liên,1010925,10109,,thanh-pho-ha-giang,phuong-kim-lien,ha-giang,quan-dong-da
,,,Huyện Đồng Văn,20103.0,201.0,Phường Ngã Tư Sở,1010927,10109,,huyen-dong-van,phuong-nga-tu-so,ha-giang,quan-dong-da
,,,Huyện Mèo Vạc,20105.0,201.0,Phường Khương Thượng,1010929,10109,,huyen-meo-vac,phuong-khuong-thuong,ha-giang,quan-dong-da
,,,Huyện Yên Minh,20107.0,201.0,Phường Văn Chương,1010931,10109,,huyen-yen-minh,phuong-van-chuong,ha-giang,quan-dong-da
,,,Huyện Quản Bạ,20109.0,201.0,Phường Phương Mai,1010933,10109,,huyen-quan-ba,phuong-phuong-mai,ha-giang,quan-dong-da
,,,Huyện Bắc Mê,20111.0,201.0,Phường Quốc Tử Giám,1010935,10109,,huyen-bac-me,phuong-quoc-tu-giam,ha-giang,quan-dong-da
,,,Huyện Hoàng Su Phì,20113.0,201.0,Phường Láng Hạ,1010937,10109,,huyen-hoang-su-phi,phuong-lang-ha,ha-giang,quan-dong-da
,,,Huyện Vị Xuyên,20115.0,201.0,Phường Trung Phụng,1010939,10109,,huyen-vi-xuyen,phuong-trung-phung,ha-giang,quan-dong-da
,,,Huyện Xín Mần,20117.0,201.0,Phường Trung Tự,1010941,10109,,huyen-xin-man,phuong-trung-tu,ha-giang,quan-dong-da
,,,Huyện Quang Bình,20118.0,201.0,Phường Nhân Chính,1011101,10111,,huyen-quang-binh,phuong-nhan-chinh,ha-giang,quan-thanh-xuan
,,,Huyện Bắc Quang,20119.0,201.0,Phường Thượng Đình,1011103,10111,,huyen-bac-quang,phuong-thuong-dinh,ha-giang,quan-thanh-xuan
,,,Thành phố Cao Bằng,20301.0,203.0,Phường Khương Trung,1011105,10111,,thanh-pho-cao-bang,phuong-khuong-trung,cao-bang,quan-thanh-xuan
,,,Huyện Bảo Lạc,20303.0,203.0,Phường Thanh Xuân Trung,1011107,10111,,huyen-bao-lac,phuong-thanh-xuan-trung,cao-bang,quan-thanh-xuan
,,,Huyện Hà Quảng,20305.0,203.0,Phường Phương Liệt,1011109,10111,,huyen-ha-quang,phuong-phuong-liet,cao-bang,quan-thanh-xuan
,,,Huyện Thông Nông,20307.0,203.0,Phường Hạ Đình,1011111,10111,,huyen-thong-nong,phuong-ha-dinh,cao-bang,quan-thanh-xuan
,,,Huyện Trà Lĩnh,20309.0,203.0,Phường Khương Đình,1011113,10111,,huyen-tra-linh,phuong-khuong-dinh,cao-bang,quan-thanh-xuan
,,,Huyện Trùng Khánh,20311.0,203.0,Phường Kim Giang,1011115,10111,,huyen-trung-khanh,phuong-kim-giang,cao-bang,quan-thanh-xuan
,,,Huyện Nguyên Bình,20313.0,203.0,Phường Thanh Xuân Nam,1011117,10111,,huyen-nguyen-binh,phuong-thanh-xuan-nam,cao-bang,quan-thanh-xuan
,,,Huyện Hoà An,20315.0,203.0,Phường Khương Mai,1011119,10111,,huyen-hoa-an,phuong-khuong-mai,cao-bang,quan-thanh-xuan
,,,Huyện Quảng Hòa,20317.0,203.0,Phường Thanh Xuân Bắc,1011121,10111,,huyen-quang-hoa,phuong-thanh-xuan-bac,cao-bang,quan-thanh-xuan
,,,Huyện Phục Hoà,20318.0,203.0,Phường Mai Dịch,1011301,10113,,huyen-phuc-hoa,phuong-mai-dich,cao-bang,quan-cau-giay
,,,Huyện Hạ Lang,20319.0,203.0,Phường Dịch Vọng,1011303,10113,,huyen-ha-lang,phuong-dich-vong,cao-bang,quan-cau-giay
,,,Huyện Thạch An,20321.0,203.0,Phường Dịch Vọng Hậu,1011305,10113,,huyen-thach-an,phuong-dich-vong-hau,cao-bang,quan-cau-giay
,,,Huyện Bảo Lâm,20323.0,203.0,Phường Quan Hoa,1011307,10113,,huyen-bao-lam,phuong-quan-hoa,cao-bang,quan-cau-giay
,,,Thành phố Lào Cai,20501.0,205.0,Phường Trung Hoà,1011309,10113,,thanh-pho-lao-cai,phuong-trung-hoa,lao-cai,quan-cau-giay
,,,Huyện Mường Khương,20505.0,205.0,Phường Nghĩa Đô,1011311,10113,,huyen-muong-khuong,phuong-nghia-do,lao-cai,quan-cau-giay
,,,Huyện Bát Xát,20507.0,205.0,Phường Nghĩa Tân,1011313,10113,,huyen-bat-xat,phuong-nghia-tan,lao-cai,quan-cau-giay
,,,Huyện Bắc Hà,20509.0,205.0,Phường Yên Hoà,1011315,10113,,huyen-bac-ha,phuong-yen-hoa,lao-cai,quan-cau-giay
,,,Huyện Bảo Thắng,20511.0,205.0,Thị trấn Sóc Sơn,1011501,10115,,huyen-bao-thang,thi-tran-soc-son,lao-cai,huyen-soc-son
,,,Thị xã Sa Pa,20513.0,205.0,Xã Bắc Sơn,1011503,10115,,thi-xa-sa-pa,xa-bac-son,lao-cai,huyen-soc-son
,,,Huyện Bảo Yên,20515.0,205.0,Xã Hồng Kỳ,1011505,10115,,huyen-bao-yen,xa-hong-ky,lao-cai,huyen-soc-son
,,,Huyện Văn Bàn,20519.0,205.0,Xã Nam Sơn,1011507,10115,,huyen-van-ban,xa-nam-son,lao-cai,huyen-soc-son
,,,Huyện Si Ma Cai,20521.0,205.0,Xã Trung Giã,1011509,10115,,huyen-si-ma-cai,xa-trung-gia,lao-cai,huyen-soc-son
,,,Thành phố Bắc Kạn,20701.0,207.0,Xã Minh Phú,1011511,10115,,thanh-pho-bac-kan,xa-minh-phu,bac-kan,huyen-soc-son
,,,Huyện Ba Bể,20703.0,207.0,Xã Phù Linh,1011513,10115,,huyen-ba-be,xa-phu-linh,bac-kan,huyen-soc-son
,,,Huyện Pác Nặm,20704.0,207.0,Xã Bắc Phú,1011515,10115,,huyen-pac-nam,xa-bac-phu,bac-kan,huyen-soc-son
,,,Huyện Ngân Sơn,20705.0,207.0,Xã Quang Tiến,1011517,10115,,huyen-ngan-son,xa-quang-tien,bac-kan,huyen-soc-son
,,,Huyện Chợ Đồn,20707.0,207.0,Xã Hiền Ninh,1011519,10115,,huyen-cho-don,xa-hien-ninh,bac-kan,huyen-soc-son
,,,Huyện Na Rì,20709.0,207.0,Xã Việt Long,1011521,10115,,huyen-na-ri,xa-viet-long,bac-kan,huyen-soc-son
,,,Huyện Bạch Thông,20711.0,207.0,Xã Xuân Giang,1011523,10115,,huyen-bach-thong,xa-xuan-giang,bac-kan,huyen-soc-son
,,,Huyện Chợ Mới,20713.0,207.0,Xã Mai Đình,1011525,10115,,huyen-cho-moi,xa-mai-dinh,bac-kan,huyen-soc-son
,,,Thành phố Lạng Sơn,20901.0,209.0,Xã Thanh Xuân,1011527,10115,,thanh-pho-lang-son,xa-thanh-xuan,lang-son,huyen-soc-son
,,,Huyện Tràng Định,20903.0,209.0,Xã Đông Xuân,1011529,10115,,huyen-trang-dinh,xa-dong-xuan,lang-son,huyen-soc-son
,,,Huyện Văn Lãng,20905.0,209.0,Xã Kim Lũ,1011531,10115,,huyen-van-lang,xa-kim-lu,lang-son,huyen-soc-son
,,,Huyện Bình Gia,20907.0,209.0,Xã Phú Minh,1011533,10115,,huyen-binh-gia,xa-phu-minh,lang-son,huyen-soc-son
,,,Huyện Bắc Sơn,20909.0,209.0,Xã Xuân Thu,1011535,10115,,huyen-bac-son,xa-xuan-thu,lang-son,huyen-soc-son
,,,Huyện Văn Quan,20911.0,209.0,Xã Tân Dân,1011537,10115,,huyen-van-quan,xa-tan-dan,lang-son,huyen-soc-son
,,,Huyện Cao Lộc,20913.0,209.0,Xã Phù Lỗ,1011539,10115,,huyen-cao-loc,xa-phu-lo,lang-son,huyen-soc-son
,,,Huyện Lộc Bình,20915.0,209.0,Xã Minh Trí,1011541,10115,,huyen-loc-binh,xa-minh-tri,lang-son,huyen-soc-son
,,,Huyện Chi Lăng,20917.0,209.0,Xã Tân Hưng,1011543,10115,,huyen-chi-lang,xa-tan-hung,lang-son,huyen-soc-son
,,,Huyện Đình Lập,20919.0,209.0,Xã Tân Minh,1011545,10115,,huyen-dinh-lap,xa-tan-minh,lang-son,huyen-soc-son
,,,Huyện Hữu Lũng,20921.0,209.0,Xã Tiên Dược,1011547,10115,,huyen-huu-lung,xa-tien-duoc,lang-son,huyen-soc-son
,,,Thành Phố Tuyên Quang,21101.0,211.0,Xã Đức Hoà,1011549,10115,,thanh-pho-tuyen-quang,xa-duc-hoa,tuyen-quang,huyen-soc-son
,,,Huyện Na Hang,21103.0,211.0,Xã Phú Cường,1011551,10115,,huyen-na-hang,xa-phu-cuong,tuyen-quang,huyen-soc-son
,,,Huyện Chiêm Hoá,21105.0,211.0,Xã Xuân Nộn,1011701,10117,,huyen-chiem-hoa,xa-xuan-non,tuyen-quang,huyen-dong-anh
,,,Huyện Hàm Yên,21107.0,211.0,Xã Thuỵ Lâm,1011703,10117,,huyen-ham-yen,xa-thuy-lam,tuyen-quang,huyen-dong-anh
,,,Huyện Yên Sơn,21109.0,211.0,Xã Bắc Hồng,1011705,10117,,huyen-yen-son,xa-bac-hong,tuyen-quang,huyen-dong-anh
,,,Huyện Sơn Dương,21111.0,211.0,Xã Nam Hồng,1011707,10117,,huyen-son-duong,xa-nam-hong,tuyen-quang,huyen-dong-anh
